row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,,
Công ty Cổ phần Lộc hóa dầu Bình Sơn và các công ty con,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Lộc hóa dầu Bình Sơn và các công ty con,Công ty Cổ phần Lộc hóa dầu Bình Sơn và các công ty con,439.647.630.181,220.042.003.618,439647630181.0,220042003618.0
Tổng Công ty Thăm dò Khai thác Dầu khí và các công ty con,Phải thu ngắn hạn của khách hàng > Tổng Công ty Thăm dò Khai thác Dầu khí và các công ty con,Tổng Công ty Thăm dò Khai thác Dầu khí và các công ty con,54.139.919.279,95.676.040.080,54139919279.0,95676040080.0
Tổng Công ty Dầu Việt Nam và các công ty con,Phải thu ngắn hạn của khách hàng > Tổng Công ty Dầu Việt Nam và các công ty con,Tổng Công ty Dầu Việt Nam và các công ty con,30.056.708.821,45.411.943.411,30056708821.0,45411943411.0
Tổng Công ty Khí Việt Nam và các công ty con,Phải thu ngắn hạn của khách hàng > Tổng Công ty Khí Việt Nam và các công ty con,Tổng Công ty Khí Việt Nam và các công ty con,18.181.208.348,72.636.309.165,18181208348.0,72636309165.0
Tập đoàn Dầu khí Quốc gia Việt Nam,Phải thu ngắn hạn của khách hàng > Tập đoàn Dầu khí Quốc gia Việt Nam,Tập đoàn Dầu khí Quốc gia Việt Nam,1.927.689.412,-,1927689412.0,
Tổng công ty Phân bón và Hoá chất Dầu khí và các công ty con,Phải thu ngắn hạn của khách hàng > Tổng công ty Phân bón và Hoá chất Dầu khí và các công ty con,Tổng công ty Phân bón và Hoá chất Dầu khí và các công ty con,1.124.389.477,894.629.656,1124389477.0,894629656.0
Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam và các công ty con,Phải thu ngắn hạn của khách hàng > Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam và các công ty con,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam và các công ty con,679.147.118,-,679147118.0,
Tổng Công ty Cổ phần Dịch vụ Tổng hợp Dầu khí và các công ty con,Phải thu ngắn hạn của khách hàng > Tổng Công ty Cổ phần Dịch vụ Tổng hợp Dầu khí và các công ty con,Tổng Công ty Cổ phần Dịch vụ Tổng hợp Dầu khí và các công ty con,122.995.800,-,122995800.0,
Liên doanh Việt-Nga Vietsovpetro,Phải thu ngắn hạn của khách hàng > Liên doanh Việt-Nga Vietsovpetro,Liên doanh Việt-Nga Vietsovpetro,-,128.530.414,,128530414.0
Tổng Công ty Cổ phần Xây lắp Dầu khí Việt Nam và các công ty con,Phải thu ngắn hạn của khách hàng > Tổng Công ty Cổ phần Xây lắp Dầu khí Việt Nam và các công ty con,Tổng Công ty Cổ phần Xây lắp Dầu khí Việt Nam và các công ty con,-,37.700.000,,37700000.0
,,,545.879.688.436,434.827.156.344,545879688436.0,434827156344.0
