row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGẮN HẠN,100,,6.648.001.421.674,6.297.471.017.134,,100.0,,6648001421674.0,6297471017134.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,1.152.030.770.539,979.225.965.598,,110.0,4.0,1152030770539.0,979225965598.0
1.,1.,1.,Tiền,111,,557.510.770.539,409.175.965.598,,111.0,,557510770539.0,409175965598.0
2.,2.,2.,Các khoản tương đương tiền,112,,594.520.000.000,570.050.000.000,,112.0,,594520000000.0,570050000000.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,3.357.277.835.242,3.486.468.628.419,,120.0,,3357277835242.0,3486468628419.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,123,5,3.357.277.835.242,3.486.468.628.419,,123.0,5.0,3357277835242.0,3486468628419.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,1.311.639.971.868,1.194.435.658.967,,130.0,,1311639971868.0,1194435658967.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,1.079.926.463.852,944.337.079.204,,131.0,6.0,1079926463852.0,944337079204.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,,43.962.274.251,32.837.280.629,,132.0,,43962274251.0,32837280629.0
3.,3.,3.,Phải thu ngắn hạn khác,136,7,273.975.515.319,316.370.079.345,,136.0,7.0,273975515319.0,316370079345.0
4.,4.,4.,Dự phòng phải thu ngắn hạn khó đòi,137,8,(86.896.099.736),(99.780.598.393),,137.0,8.0,-86896099736.0,-99780598393.0
5.,5.,5.,Tài sản thiếu chờ xử lý,139,,671.818.182,671.818.182,,139.0,,671818182.0,671818182.0
IV.,IV.,IV.,Hàng tồn kho,140,,331.073.290.370,232.665.394.329,,140.0,,331073290370.0,232665394329.0
1.,1.,1.,Hàng tồn kho,141,9,331.073.290.370,232.665.394.329,,141.0,9.0,331073290370.0,232665394329.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,495.979.553.655,404.675.369.821,,150.0,,495979553655.0,404675369821.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,10,86.929.265.466,68.917.743.743,,151.0,10.0,86929265466.0,68917743743.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,409.030.792.416,322.864.671.775,,152.0,,409030792416.0,322864671775.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,11,19.495.773,12.892.954.303,,153.0,11.0,19495773.0,12892954303.0
