row_label_raw,row_label_full,col_0,Số đầu năm > Giá trịVND,Số đầu năm > Nhận nợVND,Số đầu năm > Hoàn trảVND,Trong năm > Phân loại lạitừ vay dài hạnVND,Trong năm > Chênh lệch tỷ giáVND,Số cuối năm > Giá trịVND,numeric__Số đầu năm > Giá trịVND,numeric__Số đầu năm > Nhận nợVND,numeric__Số đầu năm > Hoàn trảVND,numeric__Trong năm > Phân loại lạitừ vay dài hạnVND,numeric__Trong năm > Chênh lệch tỷ giáVND,numeric__Số cuối năm > Giá trịVND
Vay ngắn hạn (*),Vay ngắn hạn (*),Vay ngắn hạn (*),235.200.793.359,284.147.250.801,(504.393.137.468),-,-,14.954.906.692,235200793359.0,284147250801.0,-504393137468.0,,,14954906692.0
Vay dài hạn đến hạn trả(Thuyết minh số 22),Vay dài hạn đến hạn trả(Thuyết minh số 22),Vay dài hạn đến hạn trả(Thuyết minh số 22),1.152.571.117.125,-,(1.230.337.459.385),1.526.062.993.967,25.151.056.714,1.473.447.708.421,1152571117125.0,,-1230337459385.0,1526062993967.0,25151056714.0,1473447708421.0
,,,1.387.771.910.484,284.147.250.801,(1.734.730.596.853),1.526.062.993.967,25.151.056.714,1.488.402.615.113,1387771910484.0,284147250801.0,-1734730596853.0,1526062993967.0,25151056714.0,1488402615113.0
