row_label_raw,row_label_full,col_0,col_1,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng cộng,numeric__col_1,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng cộng
,,,,Trên 3 tháng,Dên 3 tháng,Dên 1 tháng,Từ trên 1 tháng đến 3 tháng,Từ trên 3 tháng đến 12 tháng,Từ trên 1 năm đến 5 năm,Trên 5 năm,Tổng cộng,,,,,,,,,
,,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,,,,
,,,Tài sản,,,,,,,,,,,,,,,,,
I,I,I,"Tiền mặt, vàng bạc, đá quý",-,-,15.059.581,-,-,-,-,15.059.581,,,,15059581.0,,,,,15059581.0
II,II,II,Tiền gửi tại NHNNVN,-,-,33.009.681,-,-,-,-,33.009.681,,,,33009681.0,,,,,33009681.0
III,III,III,Tiền gửi và cho vay các TCTD khác – gộp,-,-,230.051.223,17.963.269,20.396.518,1.527.438,-,269.938.448,,,,230051223.0,17963269.0,20396518.0,1527438.0,,269938448.0
IV,IV,IV,Chứng khoán kinh doanh – gộp,-,-,62.623,-,-,-,-,62.623,,,,62623.0,,,,,62623.0
VI,VI,VI,Cho vay khách hàng – gộp,1.523.759,10.963.085,49.591.353,156.140.480,263.888.203,155.441.037,195.328.195,832.876.112,,1523759.0,10963085.0,49591353.0,156140480.0,263888203.0,155441037.0,195328195.0,832876112.0
VII,VII,VII,Chứng khoán đầu tư – gộp,-,-,2.238.446,10.422.908,40.018.635,92.318.026,12.525.170,157.523.185,,,,2238446.0,10422908.0,40018635.0,92318026.0,12525170.0,157523185.0
VIII,VIII,VIII,"Gộp vốn, đầu tư dài hạn – gộp",-,-,-,-,-,-,5.586.728,5.586.728,,,,,,,,5586728.0,5586728.0
IX,IX,IX,Tài sản cố định,-,-,-,-,-,-,8.230.592,8.230.592,,,,,,,,8230592.0,8230592.0
X,X,X,Tài sản Có khác – gộp,-,-,-,19.365.782,-,-,-,19.365.782,,,,,19365782.0,,,,19365782.0
,,,Tổng tài sản,1.523.759,10.963.085,330.012.907,203.892.439,324.303.356,249.286.501,221.670.685,1.341.652.732,,1523759.0,10963085.0,330012907.0,203892439.0,324303356.0,249286501.0,221670685.0,1341652732.0
,,,Nợ phải trả,,,,,,,,,,,,,,,,,
I,I,I,Các khoản nợ Chính phủ và NHNNVN và tiền gửi và vay các TCTD khác,-,-,139.851.000,1.401.686,1.035.310,369.684,116.857,142.774.537,,,,139851000.0,1401686.0,1035310.0,369684.0,116857.0,142774537.0
II,II,II,Tiền gửi của khách hàng,-,-,268.491.241,200.374.447,303.729.764,55.834.028,203.834.071,1.032.263.551,,,,268491241.0,200374447.0,303729764.0,55834028.0,203834071.0,1032263551.0
III,III,III,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,-,-,52.031,-,-,-,52.031,,,,,52031.0,,,,52031.0
IV,IV,IV,"Vốn tài trợ, uy thác đầu tư, cho vay mà TCTD chịu rủi ro",-,-,-,-,-,14.679,-,14.679,,,,,,,14679.0,,14679.0
V,V,V,Phát hành giấy tờ có giá,-,-,905,-,2.000.000,8.792.450,10.576.494,21.369.849,,,,905.0,,2000000.0,8792450.0,10576494.0,21369849.0
VI,VI,VI,Các khoản nợ phải trả khác,-,-,747.619,30.485.921,-,-,906.194,32.139.734,,,,747619.0,30485921.0,,,906194.0,32139734.0
,,,Tổng nợ phải trả,-,-,409.090.765,232.314.085,306.765.074,65.010.841,215.433.616,1.228.614.381,,,,409090765.0,232314085.0,306765074.0,65010841.0,215433616.0,1228614381.0
,,,Mức chênh thanh khoản ròng,1.523.759,10.963.085,(79.077.858),(28.421.646),17.538.282,184.275.660,6.237.069,113.038.351,,1523759.0,10963085.0,-79077858.0,-28421646.0,17538282.0,184275660.0,6237069.0,113038351.0
