row_label_raw,row_label_full,Thuế giá trị gia tăng,Số dư tại ngày1/1/2020Triệu VND(trình bày lại) > 94.801,Phát sinh trong năm > Số phải nộpTriệu VND > 568.255,Phát sinh trong năm > Số đã nộpTriệu VND > (542.510),Số dư tại ngày 31/12/2020 > Phải trảTriệu VND > 123.374,Số dư tại ngày 31/12/2020 > Ứng trướcTriệu VND > (2.828),Số dư tại ngày 31/12/2020 > Tổng cộngTriệu VND > 120.546,numeric__Số dư tại ngày1/1/2020Triệu VND(trình bày lại) > 94.801,numeric__Phát sinh trong năm > Số phải nộpTriệu VND > 568.255,numeric__Phát sinh trong năm > Số đã nộpTriệu VND > (542.510),numeric__Số dư tại ngày 31/12/2020 > Phải trảTriệu VND > 123.374,numeric__Số dư tại ngày 31/12/2020 > Ứng trướcTriệu VND > (2.828),numeric__Số dư tại ngày 31/12/2020 > Tổng cộngTriệu VND > 120.546
Thuế TNDN,Thuế TNDN,Thuế TNDN,1.504.017,4.984.818,(4.588.766),1.900.141,(72),1.900.069,1504017.0,4984818.0,-4588766.0,1900141.0,-72.0,1900069.0
Trong đó:,Trong đó:,Trong đó:,,,,,,,,,,,,
- Thuế TNDN của Ngân hàng,Trong đó: > - Thuế TNDN của Ngân hàng,- Thuế TNDN của Ngân hàng,1.504.077,4.984.816,(4.588.752),1.900.141,-,1.900.141,1504077.0,4984816.0,-4588752.0,1900141.0,,1900141.0
- Điều chỉnh thuế các năm trước,Trong đó: > - Điều chỉnh thuế các năm trước,- Điều chỉnh thuế các năm trước,(2),2,(14),-,(14),(14),-2.0,2.0,-14.0,,-14.0,-14.0
- Nghĩa vụ thuế năm 2008 của Vinafico,Trong đó: > - Nghĩa vụ thuế năm 2008 của Vinafico,- Nghĩa vụ thuế năm 2008 của Vinafico,(58),-,-,-,(58),(58),-58.0,,,,-58.0,-58.0
Các loại thuế khác,Trong đó: > Các loại thuế khác,Các loại thuế khác,176.248,1.109.566,(1.163.166),122.878,(230),122.648,176248.0,1109566.0,-1163166.0,122878.0,-230.0,122648.0
,,,1.775.066,6.662.639,(6.294.442),2.146.393,(3.130),2.143.263,1775066.0,6662639.0,-6294442.0,2146393.0,-3130.0,2143263.0
