row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2020: > Ngân hàng TMCP Xuất Nhập khẩu Việt Nam,Ngành kinh doanh > Ngân hàng,"Tỷ lệ vốn góp(%) > 4,50%",Giá gốcTriệu VND > 319.907,numeric__Ngành kinh doanh > Ngân hàng,"numeric__Tỷ lệ vốn góp(%) > 4,50%",numeric__Giá gốcTriệu VND > 319.907
Ngân hàng TMCP Quân Đội,Ngân hàng TMCP Quân Đội,Ngân hàng TMCP Quân Đội,Ngân hàng,"4,31%",802.269,,0.0431,802269.0
Quỹ Bảo lãnh Tín dụng cho Doanh nghiệp nhỏ và vừa,Quỹ Bảo lãnh Tín dụng cho Doanh nghiệp nhỏ và vừa,Quỹ Bảo lãnh Tín dụng cho Doanh nghiệp nhỏ và vừa,Bảo lãnh tín dụng,"0,80%",1.864,,0.008,1864.0
Tổng Công ty Cổ phần Bảo hiểm Petrolimex,Tổng Công ty Cổ phần Bảo hiểm Petrolimex,Tổng Công ty Cổ phần Bảo hiểm Petrolimex,Bảo hiểm,"8,03%",67.900,,0.0803,67900.0
Công ty Cổ phần Thông tin tín dụng Việt Nam,Công ty Cổ phần Thông tin tín dụng Việt Nam,Công ty Cổ phần Thông tin tín dụng Việt Nam,Dịch vụ thông tin tín dụng,"6,64%",7.962,,0.0664,7962.0
Tổng Công ty Phát triển Hạ tầng và Đầu tư Tài chính Việt Nam,Tổng Công ty Phát triển Hạ tầng và Đầu tư Tài chính Việt Nam,Tổng Công ty Phát triển Hạ tầng và Đầu tư Tài chính Việt Nam,Đầu tư đường cao tốc,"1,97%",75.000,,0.0197,75000.0
Công ty Cổ phần Thanh toán Quốc gia Việt Nam,Công ty Cổ phần Thanh toán Quốc gia Việt Nam,Công ty Cổ phần Thanh toán Quốc gia Việt Nam,"Dịch vụ thể, thanh toán","1,83%",4.400,,0.0183,4400.0
Tổng Công ty Hàng không Việt Nam,Tổng Công ty Hàng không Việt Nam,Tổng Công ty Hàng không Việt Nam,Hàng không,"1,04%",305.585,,0.0104,305585.0
"SWIFT, MASTER và VISA","SWIFT, MASTER và VISA","SWIFT, MASTER và VISA","Dịch vụ thể, thanh toán",-,2.936,,,2936.0
