row_label_raw,row_label_full,col_0,Quyền sử dụng đất,Chương trình phần mềm,Bản quyền,Tài sản khác,Tổng cộng,numeric__Quyền sử dụng đất,numeric__Chương trình phần mềm,numeric__Bản quyền,numeric__Tài sản khác,numeric__Tổng cộng
,,,VND,VND,VND,VND,VND,,,,,
NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,,,,,
Số dư đầu năm,NGUYÊN GIÁ > Số dư đầu năm,Số dư đầu năm,102.202.954.505,29.598.694.538,3.247.354.120,8.349.028.561,143.398.031.724,102202954505.0,29598694538.0,3247354120.0,8349028561.0,143398031724.0
Tăng trong năm,NGUYÊN GIÁ > Tăng trong năm,Tăng trong năm,-,2.045.000.000,-,-,2.045.000.000,,2045000000.0,,,2045000000.0
Giảm khác,NGUYÊN GIÁ > Giảm khác,Giảm khác,-,(203.959.908),-,-,(203.959.908),,-203959908.0,,,-203959908.0
Số dư cuối năm,NGUYÊN GIÁ > Số dư cuối năm,Số dư cuối năm,102.202.954.505,31.439.734.630,3.247.354.120,8.349.028.561,145.239.071.816,102202954505.0,31439734630.0,3247354120.0,8349028561.0,145239071816.0
GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,,,,,
Số dư đầu năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Số dư đầu năm,Số dư đầu năm,8.677.119.825,26.304.119.045,3.247.354.120,601.711.217,38.830.304.207,8677119825.0,26304119045.0,3247354120.0,601711217.0,38830304207.0
Khấu hao trong năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Khấu hao trong năm,Khấu hao trong năm,519.964.395,1.243.507.111,-,956.502.855,2.719.974.361,519964395.0,1243507111.0,,956502855.0,2719974361.0
Giảm khác,GIÁ TRỊ HAO MÒN LỦY KẾ > Giảm khác,Giảm khác,-,(203.959.908),-,-,(203.959.908),,-203959908.0,,,-203959908.0
Số dư cuối năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Số dư cuối năm,Số dư cuối năm,9.197.084.220,27.343.666.248,3.247.354.120,1.558.214.072,41.346.318.660,9197084220.0,27343666248.0,3247354120.0,1558214072.0,41346318660.0
GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,,,,,
Tại ngày đầu năm,GIÁ TRỊ CÒN LẠI > Tại ngày đầu năm,Tại ngày đầu năm,93.525.834.680,3.294.575.493,-,7.747.317.344,104.567.727.517,93525834680.0,3294575493.0,,7747317344.0,104567727517.0
Tại ngày cuối năm,GIÁ TRỊ CÒN LẠI > Tại ngày cuối năm,Tại ngày cuối năm,93.005.870.285,4.096.068.382,-,6.790.814.489,103.892.753.156,93005870285.0,4096068382.0,,6790814489.0,103892753156.0
