row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
I.,I.,I.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1.,I. > 1.,1.,Lợi nhuận trước thuế,01,24.315.526.396,324.197.025.047,,1.0,24315526396.0,324197025047.0
2.,2.,2.,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,,,,
2.,2. > 2.,2.,Khấu hao tài sản cố định,02,548.619.272.473,571.838.540.738,,2.0,548619272473.0,571838540738.0
2.,2. > 2.,2.,Các khoản dự phòng,03,(8.886.523.240),18.032.977.522,,3.0,-8886523240.0,18032977522.0
2.,2. > 2.,2.,(Lãi)/lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiên tệ có gốc ngoại tệ,04,(226.801.410),513.876.434,,4.0,-226801410.0,513876434.0
2.,2. > 2.,2.,(Lãi) từ hoạt động đầu tư,05,(4.115.119.112),(6.243.914.879),,5.0,-4115119112.0,-6243914879.0
2.,2. > 2.,2.,Chỉ phí lãi vay,06,123.733.708.971,76.281.316.272,,6.0,123733708971.0,76281316272.0
3.,2. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,683.440.064.078,984.619.821.134,,8.0,683440064078.0,984619821134.0
3.,2. > 3.,3.,"Tăng, giảm các khoản phải thu",09,125.437.636.234,(40.864.645.940),,9.0,125437636234.0,-40864645940.0
3.,2. > 3.,3.,"Tăng, giảm hàng tồn kho",10,177.534.541.322,(367.838.046.000),,10.0,177534541322.0,-367838046000.0
3.,2. > 3.,3.,"Tăng, giảm các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,(207.611.118.073),374.856.059.211,,11.0,-207611118073.0,374856059211.0
3.,2. > 3.,3.,"Tăng, giảm chi phí trả trước",12,(8.785.437.026),(68.839.437.657),,12.0,-8785437026.0,-68839437657.0
3.,2. > 3.,3.,Tiền lãi vay đã trả,14,(124.526.210.455),(74.962.351.178),,14.0,-124526210455.0,-74962351178.0
3.,2. > 3.,3.,Thuế thu nhập doanh nghiệp đã nộp,15,(18.121.384.050),(105.713.540.015),,15.0,-18121384050.0,-105713540015.0
3.,2. > 3.,3.,Tiền thu khác từ hoạt động kinh doanh,16,8.688.000,65.160.000,,16.0,8688000.0,65160000.0
3.,2. > 3.,3.,Tiền chi khác cho hoạt động kinh doanh,17,(144.861.428.195),(114.808.497.410),,17.0,-144861428195.0,-114808497410.0
3.,2. > 3.,3.,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,482.515.351.835,586.514.522.145,,20.0,482515351835.0,586514522145.0
II.,II.,II.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
1.,II. > 1.,1.,"Tiền chỉ mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,(147.603.298.130),(193.692.014.899),,21.0,-147603298130.0,-193692014899.0
2.,II. > 2.,2.,"Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",22,520.272.728,1.371.910.634,,22.0,520272728.0,1371910634.0
3.,II. > 3.,3.,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia Lưu chuyển tiền thuần từ hoạt động đầu tư",27,3.594.846.384,4.872.004.245,,27.0,3594846384.0,4872004245.0
3.,II. > 3.,3.,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia Lưu chuyển tiền thuần từ hoạt động đầu tư",30,(143.488.179.018),(187.448.100.020),,30.0,-143488179018.0,-187448100020.0
