row_label_raw,row_label_full,col_0,Số đầu năm > Giá trị,Số đầu năm > VND Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > VND Giảm,Số cuối năm > Giá trị,Số cuối năm > VND Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > VND Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > VND Giảm,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > VND Số có khả năng trả nợ
Ngân hàng Thương mại Cổ phần,Ngân hàng Thương mại Cổ phần,Ngân hàng Thương mại Cổ phần,635.427.387.864,635.427.387.864,1.195.769.988.501,1.393.614.080.731,437.583.295.634,437.583.295.634,635427387864.0,635427387864.0,1195769988501.0,1393614080731.0,437583295634.0,437583295634.0
Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh (i),Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh (i),Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh (i),,,,,,,,,,,,
Ngân hàng Thương mại Cổ phần,Ngoại thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh (i) > Ngân hàng Thương mại Cổ phần,Ngân hàng Thương mại Cổ phần,585.539.855.237,585.539.855.237,1.130.198.468.520,1.365.133.395.557,350.604.928.200,350.604.928.200,585539855237.0,585539855237.0,1130198468520.0,1365133395557.0,350604928200.0,350604928200.0
Công thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh (ii),Công thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh (ii),Công thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh (ii),,,,,,,,,,,,
Ngân hàng Thương mại Cổ phần Quân đội - Chi nhánh Đông Sài Gòn (iii),Công thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh (ii) > Ngân hàng Thương mại Cổ phần Quân đội - Chi nhánh Đông Sài Gòn (iii),Ngân hàng Thương mại Cổ phần Quân đội - Chi nhánh Đông Sài Gòn (iii),-,-,274.217.322.329,3.394.908.000,270.822.414.329,270.822.414.329,,,274217322329.0,3394908000.0,270822414329.0,270822414329.0
Ngân hàng Thương mại Cổ phần Á Châu - Chi nhánh Phan Đình Phùng (iv),Công thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh (ii) > Ngân hàng Thương mại Cổ phần Á Châu - Chi nhánh Phan Đình Phùng (iv),Ngân hàng Thương mại Cổ phần Á Châu - Chi nhánh Phan Đình Phùng (iv),188.658.715.445,188.658.715.445,849.737.218.401,817.127.845.521,221.268.088.325,221.268.088.325,188658715445.0,188658715445.0,849737218401.0,817127845521.0,221268088325.0,221268088325.0
Ngân hàng Malayan Banking Berhad - Chi nhánh Thành phố Hồ Chí Minh (v),Công thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh (ii) > Ngân hàng Malayan Banking Berhad - Chi nhánh Thành phố Hồ Chí Minh (v),Ngân hàng Malayan Banking Berhad - Chi nhánh Thành phố Hồ Chí Minh (v),128.459.143.385,128.459.143.385,258.791.032.721,288.272.551.718,98.977.624.388,98.977.624.388,128459143385.0,128459143385.0,258791032721.0,288272551718.0,98977624388.0,98977624388.0
Ngân hàng Thương mại Cổ phần Công thương Việt Nam - Chi nhánh Kiên Giang (vi),Công thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh (ii) > Ngân hàng Thương mại Cổ phần Công thương Việt Nam - Chi nhánh Kiên Giang (vi),Ngân hàng Thương mại Cổ phần Công thương Việt Nam - Chi nhánh Kiên Giang (vi),100.441.600.578,100.441.600.578,262.621.705.211,267.502.260.570,95.561.045.219,95.561.045.219,100441600578.0,100441600578.0,262621705211.0,267502260570.0,95561045219.0,95561045219.0
Ngân hàng TNHH Trung Quốc (Hồng Kông) - Chi nhánh Thành phố Hồ Chí Minh (vii),Công thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh (ii) > Ngân hàng TNHH Trung Quốc (Hồng Kông) - Chi nhánh Thành phố Hồ Chí Minh (vii),Ngân hàng TNHH Trung Quốc (Hồng Kông) - Chi nhánh Thành phố Hồ Chí Minh (vii),188.639.046.335,188.639.046.335,457.725.400.387,586.257.154.256,60.107.292.466,60.107.292.466,188639046335.0,188639046335.0,457725400387.0,586257154256.0,60107292466.0,60107292466.0
Ngân hàng TMCP Tiên Phong - Chi nhánh Hà Nội (viii),Công thương Việt Nam - Chi nhánh Thành phố Hồ Chí Minh (ii) > Ngân hàng TMCP Tiên Phong - Chi nhánh Hà Nội (viii),Ngân hàng TMCP Tiên Phong - Chi nhánh Hà Nội (viii),-,-,493.110.895.623,450.000.000.000,43.110.895.623,43.110.895.623,,,493110895623.0,450000000000.0,43110895623.0,43110895623.0
