row_label_raw,row_label_full,col_0,2024Triệu VND,2023Triệu VND(dã báo cáo),2023Triệu VND(điều chỉnh lại),numeric__2024Triệu VND,numeric__2023Triệu VND(dã báo cáo),numeric__2023Triệu VND(điều chỉnh lại)
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,10.087.495,7.718.616,7.718.616,10087495.0,7718616.0,7718616.0
Quỹ khen thưởng phúc lợi (*),Quỹ khen thưởng phúc lợi (*),Quỹ khen thưởng phúc lợi (*),-,-,(890.046),,,-890046.0
,,,10.087.495,7.718.616,6.828.570,10087495.0,7718616.0,6828570.0
