row_label_raw,row_label_full,col_0,Vốn điều lệTriệu VND,Vốn đầu tưXDCB vàmua sắm TSCĐTriệu VND,Thặng dưvốn cổ phầnTriệu VND,Vốn khácTriệu VND,Quỹ dự phòngtài chínhTriệu VND,Quỹ dự trữbố sungvốn điều lệTriệu VND,Quỹđầu tư pháttriểnTriệu VND,Chênh lệchty giáhối đoáiTriệu VND,Lợi nhuậnchưaphân phốiTriệu VND,TổngTriệu VND,numeric__Vốn điều lệTriệu VND,numeric__Vốn đầu tưXDCB vàmua sắm TSCĐTriệu VND,numeric__Thặng dưvốn cổ phầnTriệu VND,numeric__Vốn khácTriệu VND,numeric__Quỹ dự phòngtài chínhTriệu VND,numeric__Quỹ dự trữbố sungvốn điều lệTriệu VND,numeric__Quỹđầu tư pháttriểnTriệu VND,numeric__Chênh lệchty giáhối đoáiTriệu VND,numeric__Lợi nhuậnchưaphân phốiTriệu VND,numeric__TổngTriệu VND
Số dư tại ngày1 tháng 1 năm 2024,Số dư tại ngày1 tháng 1 năm 2024,Số dư tại ngày1 tháng 1 năm 2024,18.852.157,1.121,1.747.651,653,3.111.410,1.741.208,118.539,(225.489),20.386.614,45.733.864,18852157.0,1121.0,1747651.0,653.0,3111410.0,1741208.0,118539.0,-225489.0,20386614.0,45733864.0
Lợi nhuận thuần trong nămTrích lập các quỹ dự trữ bắtbuộc cho năm trước,Lợi nhuận thuần trong nămTrích lập các quỹ dự trữ bắtbuộc cho năm trước,Lợi nhuận thuần trong nămTrích lập các quỹ dự trữ bắtbuộc cho năm trước,-,-,-,-,-,-,-,-,10.087.495,10.087.495,,,,,,,,,10087495.0,10087495.0
Lợi nhuận thuần trong nămTrích lập các quỹ dự trữ bắtbuộc cho năm trước,Lợi nhuận thuần trong nămTrích lập các quỹ dự trữ bắtbuộc cho năm trước,Lợi nhuận thuần trong nămTrích lập các quỹ dự trữ bắtbuộc cho năm trước,-,-,-,-,728.916,382.525,-,-,(1.111.441),-,,,,,728916.0,382525.0,,,-1111441.0,
Trích lập quỹ khenthương và phúc lợi(Thuyết minh 20(b)(i)),Trích lập quỹ khenthương và phúc lợi(Thuyết minh 20(b)(i)),Trích lập quỹ khenthương và phúc lợi(Thuyết minh 20(b)(i)),-,-,-,-,-,-,-,-,(890.046),(890.046),,,,,,,,,-890046.0,-890046.0
Trích lập quỹ khenthương và phúc lợi(Thuyết minh 20(b)(i)),Trích lập quỹ khenthương và phúc lợi(Thuyết minh 20(b)(i)),Trích lập quỹ khenthương và phúc lợi(Thuyết minh 20(b)(i)),-,-,-,-,-,-,-,87.264,-,87.264,,,,,,,,87264.0,,87264.0
Chênh lệch tỷ giá hồi doáiKhác,Chênh lệch tỷ giá hồi doáiKhác,Chênh lệch tỷ giá hồi doáiKhác,-,-,-,-,-,-,-,-,(46.507),(46.507),,,,,,,,,-46507.0,-46507.0
Chênh lệch tỷ giá hồi doáiKhác,Chênh lệch tỷ giá hồi doáiKhác,Chênh lệch tỷ giá hồi doáiKhác,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
Số dư tại ngày31 tháng 12 năm 2024,Chênh lệch tỷ giá hồi doáiKhác > Số dư tại ngày31 tháng 12 năm 2024,Số dư tại ngày31 tháng 12 năm 2024,18.852.157,1.121,1.747.651,653,3.840.326,2.123.733,118.539,(138.225),28.426.115,54.972.070,18852157.0,1121.0,1747651.0,653.0,3840326.0,2123733.0,118539.0,-138225.0,28426115.0,54972070.0
Số dư tại ngày1 tháng 1 năm 2023,Chênh lệch tỷ giá hồi doáiKhác > Số dư tại ngày1 tháng 1 năm 2023,Số dư tại ngày1 tháng 1 năm 2023,18.852.157,1.121,1.747.651,653,2.620.504,1.484.181,118.539,(169.492),13.971.682,38.626.996,18852157.0,1121.0,1747651.0,653.0,2620504.0,1484181.0,118539.0,-169492.0,13971682.0,38626996.0
Lợi nhuận thuần trong nămTrích lập các quỹ dự trữbắt buộc cho năm trước,Chênh lệch tỷ giá hồi doáiKhác > Lợi nhuận thuần trong nămTrích lập các quỹ dự trữbắt buộc cho năm trước,Lợi nhuận thuần trong nămTrích lập các quỹ dự trữbắt buộc cho năm trước,-,-,-,-,-,-,-,-,7.718.616,7.718.616,,,,,,,,,7718616.0,7718616.0
Lợi nhuận thuần trong nămTrích lập các quỹ dự trữbắt buộc cho năm trước,Chênh lệch tỷ giá hồi doáiKhác > Lợi nhuận thuần trong nămTrích lập các quỹ dự trữbắt buộc cho năm trước,Lợi nhuận thuần trong nămTrích lập các quỹ dự trữbắt buộc cho năm trước,-,-,-,-,490.906,257.027,-,-,(747.933),-,,,,,490906.0,257027.0,,,-747933.0,
Trích lập quỹ khenthương và phúc lợi(Thuyết minh 20(b)(i)),Chênh lệch tỷ giá hồi doáiKhác > Trích lập quỹ khenthương và phúc lợi(Thuyết minh 20(b)(i)),Trích lập quỹ khenthương và phúc lợi(Thuyết minh 20(b)(i)),-,-,-,-,-,-,-,-,(554.288),(554.288),,,,,,,,,-554288.0,-554288.0
Trích lập quỹ khenthương và phúc lợi(Thuyết minh 20(b)(i)),Chênh lệch tỷ giá hồi doáiKhác > Trích lập quỹ khenthương và phúc lợi(Thuyết minh 20(b)(i)),Trích lập quỹ khenthương và phúc lợi(Thuyết minh 20(b)(i)),-,-,-,-,-,-,-,(55.997),-,(55.997),,,,,,,,-55997.0,,-55997.0
Chênh lệch tỷ giá hồi doáiKhác,Chênh lệch tỷ giá hồi doáiKhác > Chênh lệch tỷ giá hồi doáiKhác,Chênh lệch tỷ giá hồi doáiKhác,-,-,-,-,-,-,-,-,(1.463),(1.463),,,,,,,,,-1463.0,-1463.0
