row_label_raw,row_label_full,col_0,col_1,2024Triệu VND,2023Triệu VND,numeric__col_1,numeric__2024Triệu VND,numeric__2023Triệu VND
,,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
01,01,01,Mua sắm tài sản cố định,(1.015.860),(1.287.591),,-1015860.0,-1287591.0
02,02,02,"Tiền thu từ thanh lý, nhượng bán tài sản cố định",2.947,9.921,,2947.0,9921.0
08,08,08,"Tiền thu đầu tư, góp vốn vào các đơn vị khác",372,-,,372.0,
09,09,09,"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn",4.641,22.837,,4641.0,22837.0
II,II,II,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG ĐẦU TƯ,(1.007.900),(1.254.833),,-1007900.0,-1254833.0
02,02,02,Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,1.809.625,-,,1809625.0,
03,03,03,Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,(3.268.898),(37.078),,-3268898.0,-37078.0
04,04,04,Cổ tức trả cho cổ đông,(2),(25),,-2.0,-25.0
III,III,III,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG TÀI CHÍNH,(1.459.275),(37.103),,-1459275.0,-37103.0
IV,IV,IV,LU'U CHUYÊN TIÊN THUÀN TRONG NĂM,35.898.074,25.459.418,,35898074.0,25459418.0
V,V,V,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIÊN ĐẦU NĂM,70.507.716,45.104.295,,70507716.0,45104295.0
VI,VI,VI,ẢNH HƯỞNG CỦA THAY ĐỐI TỶ GIÁ,87.265,(55.997),,87265.0,-55997.0
VII,VII,VII,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIÊN CUỐI NĂM (THUYẾT MINH 32),106.493.055,70.507.716,,106493055.0,70507716.0
