row_label_raw,row_label_full,col_0,col_1,2024Triệu VND,2023Triệu VND,numeric__col_1,numeric__2024Triệu VND,numeric__2023Triệu VND
,,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
01,01,01,Thu nhập lãi và các khoản thu nhập tương tự nhận được,50.959.785,55.963.261,,50959785.0,55963261.0
02,02,02,Chi phí lãi và các chi phí tương tự đã trả,(28.308.950),(29.631.339),,-28308950.0,-29631339.0
03,03,03,Thu nhập từ hoạt động dịch vụ nhận được,2.980.388,2.769.866,,2980388.0,2769866.0
04,04,04,"Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại tệ, vàng và chứng khoán",1.309.309,1.029.602,,1309309.0,1029602.0
05,05,05,(Chi phí khác chi cho)/thu nhập khác nhận được,(215.173),243.927,,-215173.0,243927.0
06,06,06,"Tiền thu các khoản nợ đã được xử lý xóa, bù đáp bằng nguồn rủi ro",111.598,79.680,,111598.0,79680.0
07,07,07,"Tiền chi trả cho nhân viên, hoạt động quản lý",(12.242.695),(11.560.011),,-12242695.0,-11560011.0
08,08,08,Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,(2.541.467),(840.774),,-2541467.0,-840774.0
,,,Lưu chuyển tiền từ hoạt động kinh doanh trước những thay đổi về tài sản và công nợ hoạt động,12.052.795,18.054.212,,12052795.0,18054212.0
,,,Những thay đổi về tài sản hoạt động,(73.656.967),(62.898.852),,-73656967.0,-62898852.0
09,09,09,(Tăng)/giảm các khoản tiền gửi tại và cho vay các tổ chức tín dụng (“TCTD”) khác,(7.388.360),106.735,,-7388360.0,106735.0
10,10,10,Tăng các khoản về kinh doanh chứng khoán,(10.356.865),(6.433.560),,-10356865.0,-6433560.0
11,11,11,Tăng các công cụ tài chính phải sinh và các tài sản tài chính khác,(37.453),-,,-37453.0,
12,12,12,Tăng các khoản cho vay khách hàng,(56.589.854),(43.985.521),,-56589854.0,-43985521.0
13,13,13,Giảm nguồn dự phòng để bù đáp tồn thất các khoản,(2.061.284),(1.835.071),,-2061284.0,-1835071.0
14,14,14,Giảm/(tăng) khác về tài sản hoạt động,2.776.849,(10.751.435),,2776849.0,-10751435.0
,,,Những thay đổi về công nợ hoạt động,99.969.421,71.595.994,,99969421.0,71595994.0
15,15,15,Tăng/(giảm) các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,34.927,(9.881.881),,34927.0,-9881881.0
16,16,16,Tăng tiền gửi và vay các tổ chức tín dụng (“TCTD”) khác,34.335.896,10.863.621,,34335896.0,10863621.0
17,17,17,Tăng tiền gửi của khách hàng,56.137.421,56.003.898,,56137421.0,56003898.0
18,18,18,Tăng phát hành giấy tờ có giá,9.220.304,3.209.262,,9220304.0,3209262.0
19,19,19,"Tăng vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",125.863,83.310,,125863.0,83310.0
20,20,20,Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,201.317,,,201317.0
21,21,21,Tăng khác về công nợ hoạt động,979.082,11.126.535,,979082.0,11126535.0
22,22,22,Chi từ các quỹ của TCTD,(864.072),(10.068),,-864072.0,-10068.0
I,I,I,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG KINH DOANH,38.365.249,26.751.354,,38365249.0,26751354.0
