row_label_raw,row_label_full,col_0,31/12/2024Triệu VND,31/12/2023Triệu VND,numeric__31/12/2024Triệu VND,numeric__31/12/2023Triệu VND
Tiền gửi của các TCTD khác,Tiền gửi của các TCTD khác,Tiền gửi của các TCTD khác,Tiền gửi của các TCTD khác,Tiền gửi của các TCTD khác,,
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,,,,
▪ Bằng VND,Tiền gửi không kỳ hạn > ▪ Bằng VND,▪ Bằng VND,9.615.605,8.656.905,9615605.0,8656905.0
▪ Bằng ngoại tệ,Tiền gửi không kỳ hạn > ▪ Bằng ngoại tệ,▪ Bằng ngoại tệ,5.699,8.833,5699.0,8833.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,,,,
▪ Bằng VND,Tiền gửi có kỳ hạn > ▪ Bằng VND,▪ Bằng VND,47.186.000,21.100.000,47186000.0,21100000.0
▪ Bằng ngoại tệ,Tiền gửi có kỳ hạn > ▪ Bằng ngoại tệ,▪ Bằng ngoại tệ,4.516.006,4.620.290,4516006.0,4620290.0
,,,61.323.310,34.386.028,61323310.0,34386028.0
Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,,
Tiền vay TCTD trong nước và ngoài nước khác,Tiền vay TCTD trong nước và ngoài nước khác,Tiền vay TCTD trong nước và ngoài nước khác,,,,
▪ Bằng VND,Tiền vay TCTD trong nước và ngoài nước khác > ▪ Bằng VND,▪ Bằng VND,9.176.625,2.381.276,9176625.0,2381276.0
▪ Bằng ngoại tệ (i),Tiền vay TCTD trong nước và ngoài nước khác > ▪ Bằng ngoại tệ (i),▪ Bằng ngoại tệ (i),155.357,1.182.807,155357.0,1182807.0
,,,9.331.982,3.564.083,9331982.0,3564083.0
,,,70.655.292,37.950.111,70655292.0,37950111.0
