row_label_raw,row_label_full,Khu vực Miền Bắc,Khu vực Miền Trung,Khu vực Miền Nam,Lào,Campuchia,Tổng bộ phận đã báo cáo,Loại trừ,Tổng cộng,numeric__Khu vực Miền Trung,numeric__Khu vực Miền Nam,numeric__Lào,numeric__Campuchia,numeric__Tổng bộ phận đã báo cáo,numeric__Loại trừ,numeric__Tổng cộng
Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,,
10.535.362(7.670.749),10.535.362(7.670.749),10.535.362(7.670.749),10.283.806(6.264.181),53.567.137(38.656.568),165.267(81.923),392.932(198.750),74.944.504(52.872.171),(19.017.175)19.017.175,55.927.329(33.854.996),,,,,,,
2.864.613244.239,10.535.362(7.670.749) > 2.864.613244.239,2.864.613244.239,4.019.625161.722,14.910.5693.541.373,83.34458.325,194.18295.019,22.072.3334.100.678,-,22.072.3334.100.678,4019625161722.0,149105693541373.0,8334458325.0,19418295019.0,220723334100678.0,,220723334100678.0
3.108.852(1.158.259),3.108.852(1.158.259),3.108.852(1.158.259),4.181.347(983.323),18.451.942(10.430.971),141.669(102.862),289.201(214.491),26.173.011(12.889.906),-,26.173.011(12.889.906),,,,,,,
1.950.593-,3.108.852(1.158.259) > 1.950.593-,1.950.593-,3.198.024-,8.020.971(3.822.179),38.80733.376,74.710100.698,13.283.105(3.688.105),-,13.283.105(3.688.105),,,3880733376.0,74710100698.0,,,
1.950.593,3.108.852(1.158.259) > 1.950.593,1.950.593,3.198.024,4.198.792,72.183,175.408,9.595.000,-,9.595.000,3198024.0,4198792.0,72183.0,175408.0,9595000.0,,9595000.0
1.018.457222.08516.994,3.108.852(1.158.259) > 1.018.457222.08516.994,1.018.457222.08516.994,1.009.752491.433769,5.296.06510.698.36649.870.406,29.952376.356356.721,191.0441.059.80588.081,7.545.27012.848.04550.332.971,-,7.545.27012.848.04550.332.971,1009752491433769.0,5.296065106983665e+22,2.995237635635672e+16,1.910441059805881e+17,7.545270128480455e+22,,7.545270128480455e+22
69.229.619-,3.108.852(1.158.259) > 69.229.619-,69.229.619-,83.011.254-,317.527.51474.707.044,1.332.33510.838,4.068.386605,475.169.10874.718.487,-,475.169.10874.718.487,,3.1752751474707044e+16,133233510838.0,4068386605.0,4.751691087471849e+16,,4.751691087471849e+16
2.549.509,3.108.852(1.158.259) > 2.549.509,2.549.509,1.369.874,50.115.479,144.943,158.723,54.338.528,(562.749),53.775.779,1369874.0,50115479.0,144943.0,158723.0,54338528.0,-562749.0,53775779.0
73.036.664,3.108.852(1.158.259) > 73.036.664,73.036.664,85.883.082,508.214.874,2.251.145,5.566.644,674.952.409,(562.749),674.389.660,85883082.0,508214874.0,2251145.0,5566644.0,674952409.0,-562749.0,674389660.0
-,3.108.852(1.158.259) > -,-,-,19.328,-,-,19.328,-,19.328,,19328.0,,,19328.0,,19328.0
68.302,3.108.852(1.158.259) > 68.302,68.302,5.474,37.748.726,452,127.157,37.950.111,-,37.950.111,5474.0,37748726.0,452.0,127157.0,37950111.0,,37950111.0
92.234.958,3.108.852(1.158.259) > 92.234.958,92.234.958,64.408.975,348.642.317,1.381.906,4.076.238,510.744.394,-,510.744.394,64408975.0,348642317.0,1381906.0,4076238.0,510744394.0,,510744394.0
4.818.466,3.108.852(1.158.259) > 4.818.466,4.818.466,2.388.059,21.785.966,-,-,28.992.491,-,28.992.491,2388059.0,21785966.0,,,28992491.0,,28992491.0
2.826.077,3.108.852(1.158.259) > 2.826.077,2.826.077,1.727.531,46.381.549,412.555,164.509,51.512.221,(562.749),50.949.472,1727531.0,46381549.0,412555.0,164509.0,51512221.0,-562749.0,50949472.0
99.947.803,3.108.852(1.158.259) > 99.947.803,99.947.803,68.530.039,454.577.886,1.794.913,4.367.904,629.218.545,(562.749),628.655.796,68530039.0,454577886.0,1794913.0,4367904.0,629218545.0,-562749.0,628655796.0
