row_label_raw,row_label_full,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Lĩnh vực kinh doanh,numeric__Tình trạng hoạt động,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
Tên công ty con,Tên công ty con,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tỷ lệ sở hữu %,Giá gốc đầu tư VND,Tỷ lệ sở hữu %,Giá gốc đầu tư VND,,,,,,
"Công ty Cổ phần Đất Xanh Miền Trung (""Đất Xanh Miền Trung"") (i)","Tên công ty con > Công ty Cổ phần Đất Xanh Miền Trung (""Đất Xanh Miền Trung"") (i)","Công ty Cổ phần Đất Xanh Miền Trung (""Đất Xanh Miền Trung"") (i)",Kinh doanh và môi giới BĐS,Đang hoạt động,55,812.029.900.000,55,774.629.900.000,,,55.0,812029900000.0,55.0,774629900000.0
"Công ty Cổ phần Dịch vụ và Địa ốc Đất Xanh Miền Bắc (""Đất Xanh Miền Bắc"") (ii)","Tên công ty con > Công ty Cổ phần Dịch vụ và Địa ốc Đất Xanh Miền Bắc (""Đất Xanh Miền Bắc"") (ii)","Công ty Cổ phần Dịch vụ và Địa ốc Đất Xanh Miền Bắc (""Đất Xanh Miền Bắc"") (ii)",Kinh doanh và môi giới BĐS,Đang hoạt động,"63,5",700.367.541.498,"63,5",553.260.261.498,,,63.5,700367541498.0,63.5,553260261498.0
"Công ty Cổ phần Bất động sản LinkGroup (""LinkGroup"") (iii)","Tên công ty con > Công ty Cổ phần Bất động sản LinkGroup (""LinkGroup"") (iii)","Công ty Cổ phần Bất động sản LinkGroup (""LinkGroup"") (iii)",Kinh doanh và môi giới BĐS,Đang hoạt động,"80,5",624.783.399.435,"80,5",544.312.591.100,,,80.5,624783399435.0,80.5,544312591100.0
"Công ty Cổ phần Dịch vụ và Đầu tư Đất Xanh Đông Nam Bộ (""Đất Xanh Đông Nam Bộ"")","Tên công ty con > Công ty Cổ phần Dịch vụ và Đầu tư Đất Xanh Đông Nam Bộ (""Đất Xanh Đông Nam Bộ"")","Công ty Cổ phần Dịch vụ và Đầu tư Đất Xanh Đông Nam Bộ (""Đất Xanh Đông Nam Bộ"")",Kinh doanh và môi giới BĐS,Đang hoạt động,70,299.153.869.035,70,299.153.869.035,,,70.0,299153869035.0,70.0,299153869035.0
"Công ty Cổ phần Đầu tư và Dịch vụ Đất Xanh Miền Nam (""Đất Xanh Miền Nam"")","Tên công ty con > Công ty Cổ phần Đầu tư và Dịch vụ Đất Xanh Miền Nam (""Đất Xanh Miền Nam"")","Công ty Cổ phần Đầu tư và Dịch vụ Đất Xanh Miền Nam (""Đất Xanh Miền Nam"")",Kinh doanh và môi giới BĐS,Đang hoạt động,65,227.028.645.600,65,227.028.645.600,,,65.0,227028645600.0,65.0,227028645600.0
"Công ty Cổ phần Dịch vụ và Đầu tư Đất Xanh Miền Tây (""Đất Xanh Miền Tây"") (iv)","Tên công ty con > Công ty Cổ phần Dịch vụ và Đầu tư Đất Xanh Miền Tây (""Đất Xanh Miền Tây"") (iv)","Công ty Cổ phần Dịch vụ và Đầu tư Đất Xanh Miền Tây (""Đất Xanh Miền Tây"") (iv)",Kinh doanh và môi giới BĐS,Đang hoạt động,61,112.655.920.000,61,102.895.920.000,,,61.0,112655920000.0,61.0,102895920000.0
"Công ty Cổ phần Dịch vụ Bất Đông Sản Đất Xanh Nam Trung Bộ (""Đất Xanh Nam Trung Bộ"")","Tên công ty con > Công ty Cổ phần Dịch vụ Bất Đông Sản Đất Xanh Nam Trung Bộ (""Đất Xanh Nam Trung Bộ"")","Công ty Cổ phần Dịch vụ Bất Đông Sản Đất Xanh Nam Trung Bộ (""Đất Xanh Nam Trung Bộ"")",Kinh doanh và môi giới BĐS,Đang hoạt động,71,107.152.570.550,71,107.152.570.550,,,71.0,107152570550.0,71.0,107152570550.0
Công ty Cổ phần Công nghệ Ihouzz (v),Tên công ty con > Công ty Cổ phần Công nghệ Ihouzz (v),Công ty Cổ phần Công nghệ Ihouzz (v),Phát triển công nghệ,Đang hoạt động,53,106.000.000.000,54,4.998.000.000,,,53.0,106000000000.0,54.0,4998000000.0
"Công ty Cổ phần Đất Xanh Premium ("" Đất Xanh Premium"")","Tên công ty con > Công ty Cổ phần Đất Xanh Premium ("" Đất Xanh Premium"")","Công ty Cổ phần Đất Xanh Premium ("" Đất Xanh Premium"")",Kinh doanh và môi giới BĐS,Đang hoạt động,59,26.885.120.000,59,26.885.120.000,,,59.0,26885120000.0,59.0,26885120000.0
"Công ty Cổ phần Đầu tư và Dịch vụ Đất Xanh Miền Đông (""Đất Xanh Miền Đông"") (vi)","Tên công ty con > Công ty Cổ phần Đầu tư và Dịch vụ Đất Xanh Miền Đông (""Đất Xanh Miền Đông"") (vi)","Công ty Cổ phần Đầu tư và Dịch vụ Đất Xanh Miền Đông (""Đất Xanh Miền Đông"") (vi)",Kinh doanh và môi giới BĐS,Đang hoạt động,61,19.369.400.000,61,14.733.400.000,,,61.0,19369400000.0,61.0,14733400000.0
"Công ty Cổ phần Dịch vụ Tài chính Bất động sản Tulip (""Bất động sản Tulip"") (vii)","Tên công ty con > Công ty Cổ phần Dịch vụ Tài chính Bất động sản Tulip (""Bất động sản Tulip"") (vii)","Công ty Cổ phần Dịch vụ Tài chính Bất động sản Tulip (""Bất động sản Tulip"") (vii)",Dịch vụ tài chính bất động sản,Đang hoạt động,60,15.904.720.000,60,7.800.000.000,,,60.0,15904720000.0,60.0,7800000000.0
"Công ty Cổ phần Công nghệ Bất động sản Việt Nam (""Công Nghệ BĐS"")","Tên công ty con > Công ty Cổ phần Công nghệ Bất động sản Việt Nam (""Công Nghệ BĐS"")","Công ty Cổ phần Công nghệ Bất động sản Việt Nam (""Công Nghệ BĐS"")",Phát triển công nghệ,Đang hoạt động,51,14.328.270.000,51,14.328.270.000,,,51.0,14328270000.0,51.0,14328270000.0
"Công ty Cổ phần Dịch vụ Nam Bộ Invest (""Đất Xanh Nam Bộ"")","Tên công ty con > Công ty Cổ phần Dịch vụ Nam Bộ Invest (""Đất Xanh Nam Bộ"")","Công ty Cổ phần Dịch vụ Nam Bộ Invest (""Đất Xanh Nam Bộ"")",Kinh doanh và môi giới BĐS,Đang hoạt động,63,4.414.536.000,63,4.414.536.000,,,63.0,4414536000.0,63.0,4414536000.0
