row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
DXG,DXG,DXG,Công ty mẹ,Phí dịch vụ môi giới,1.055.124.574,-,,,1055124574.0,
DXG,DXG,DXG,Công ty mẹ,Cổ tức công bố,-,479.469.000.000,,,,479469000000.0
DXG,DXG,DXG,Công ty mẹ,Nhận hoàn vốn theo HĐHTKD,-,376.932.859.350,,,,376932859350.0
Bất đông sản Quốc tế,Bất đông sản Quốc tế,Bất đông sản Quốc tế,Công ty con,Góp vốn,3.894.000.000,-,,,3894000000.0,
Ông Lương Trí Thìn,Ông Lương Trí Thìn,Ông Lương Trí Thìn,Cổ đông,Mua cổ phần,-,374.499.021.445,,,,374499021445.0
Ông Lương Trí Thìn,Ông Lương Trí Thìn,Ông Lương Trí Thìn,Cổ đông,Nhận góp vốn,-,374.498.948.677,,,,374498948677.0
Ông Lương Trí Thìn,Ông Lương Trí Thìn,Ông Lương Trí Thìn,Cổ đông,Cổ tức,-,42.384.000.000,,,,42384000000.0
Ông Hà Đức Hiếu,Ông Hà Đức Hiếu,Ông Hà Đức Hiếu,Cổ đông,Mua cổ phần,-,100.389.408.908,,,,100389408908.0
Ông Hà Đức Hiếu,Ông Hà Đức Hiếu,Ông Hà Đức Hiếu,Cổ đông,Nhận góp vốn,-,100.389.370.680,,,,100389370680.0
Ông Hà Đức Hiếu,Ông Hà Đức Hiếu,Ông Hà Đức Hiếu,Cổ đông,Cổ tức,-,7.947.000.000,,,,7947000000.0
Ông Nguyễn Trường Sơn,Ông Nguyễn Trường Sơn,Ông Nguyễn Trường Sơn,Cổ đông,Nhận góp vốn,-,59.999.448.981,,,,59999448981.0
Ông Nguyễn Trường Sơn,Ông Nguyễn Trường Sơn,Ông Nguyễn Trường Sơn,Cổ đông,Mua cổ phần,-,58.176.764.780,,,,58176764780.0
