row_label_raw,row_label_full,Điều chỉnh thuế TNDN trích thiếu trong năm trước,Năm nay > 346.156.245,VNDNăm trước > -,numeric__Năm nay > 346.156.245,numeric__VNDNăm trước > -
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,-,163.246.405.135,,163246405135.0
Chi phí (thu nhập) thuế TNDN hoãn lại,Chi phí (thu nhập) thuế TNDN hoãn lại,Chi phí (thu nhập) thuế TNDN hoãn lại,160.563.702,(45.400.000),160563702.0,-45400000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,506.719.947,163.201.005.135,506719947.0,163201005135.0
