row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Đất Xanh Miền Tây,Đất Xanh Miền Tây,Đất Xanh Miền Tây,Công ty con,Cổ tức được chia Góp vốn,14.768.421.053,8.589.473.684,,,14768421053.0,8589473684.0
Đất Xanh Miền Tây,Đất Xanh Miền Tây,Đất Xanh Miền Tây,Công ty con,Cổ tức được chia Góp vốn,9.760.000.000,8.160.000.000,,,9760000000.0,8160000000.0
Đất Xanh Miền Tây,Đất Xanh Miền Tây,Đất Xanh Miền Tây,Công ty con,Nhận hoàn vốn theo HĐHTKD,1.500.000.000,-,,,1500000000.0,
Đất Xanh Miền Tây,Đất Xanh Miền Tây,Đất Xanh Miền Tây,Công ty con,Phí dịch vụ môi giới,999.730.042,536.539.611,,,999730042.0,536539611.0
Đất Xanh Miền Tây,Đất Xanh Miền Tây,Đất Xanh Miền Tây,Công ty con,Doanh thu được chia từ HĐHTKD,-,21.312.115.878,,,,21312115878.0
Đất Xanh Miền Tây,Đất Xanh Miền Tây,Đất Xanh Miền Tây,Công ty con,Góp vốn theo HĐHTKD,-,5.000.000.000,,,,5000000000.0
Đất Xanh Nam Trung Bộ,Đất Xanh Nam Trung Bộ,Đất Xanh Nam Trung Bộ,Công ty con,Cổ tức được chia Góp vốn,-,20.400.000.000,,,,20400000000.0
Đất Xanh Nam Trung Bộ,Đất Xanh Nam Trung Bộ,Đất Xanh Nam Trung Bộ,Công ty con,Cổ tức được chia Góp vốn,-,19.380.000.000,,,,19380000000.0
"Cống ty Cổ phần Bắt động sản Miền Bắc (""DXI"")","Cống ty Cổ phần Bắt động sản Miền Bắc (""DXI"")","Cống ty Cổ phần Bắt động sản Miền Bắc (""DXI"")",Công ty trong cùng tập đoàn,Doanh thu môi giới,-,56.407.363.637,,,,56407363637.0
Đất Xanh Premium,Đất Xanh Premium,Đất Xanh Premium,Công ty con,Phí dịch vụ môi giới,15.416.916.118,10.655.325.625,,,15416916118.0,10655325625.0
Đất Xanh Miền Đông,Đất Xanh Miền Đông,Đất Xanh Miền Đông,Công ty con,Phí dịch vụ môi giới,24.999.042.494,8.912.794.983,,,24999042494.0,8912794983.0
Đất Xanh Miền Đông,Đất Xanh Miền Đông,Đất Xanh Miền Đông,Công ty con,Cổ tức được chia Góp vốn,4.880.000.000,-,,,4880000000.0,
Đất Xanh Miền Đông,Đất Xanh Miền Đông,Đất Xanh Miền Đông,Công ty con,Doanh thu môi giới,4.636.000.000,-,,,4636000000.0,
Đất Xanh Miền Đông,Đất Xanh Miền Đông,Đất Xanh Miền Đông,Công ty con,Doanh thu môi giới,2.452.091.406,-,,,2452091406.0,
Bắt động sản Tulip,Bắt động sản Tulip,Bắt động sản Tulip,Công ty con,Góp vốn,8.104.720.000,7.800.000.000,,,8104720000.0,7800000000.0
Bắt động sản Tulip,Bắt động sản Tulip,Bắt động sản Tulip,Công ty con,Doanh thu môi giới,501.250.000,-,,,501250000.0,
Nam Bộ Invest,Nam Bộ Invest,Nam Bộ Invest,Công ty con,Phí dịch vụ môi giới,6.202.998.061,2.328.993.266,,,6202998061.0,2328993266.0
Đất Xanh Plus,Đất Xanh Plus,Đất Xanh Plus,Công ty con,Phí dịch vụ môi giới Góp vốn,2.408.931.568,403.210.146,,,2408931568.0,403210146.0
Đất Xanh Plus,Đất Xanh Plus,Đất Xanh Plus,Công ty con,Phí dịch vụ môi giới Góp vốn,-,2.750.000.000,,,,2750000000.0
Công ty Cổ phần Vicco Sài gòn,Công ty Cổ phần Vicco Sài gòn,Công ty Cổ phần Vicco Sài gòn,Công ty trong cùng tập đoàn,Phí thuê văn phòng,6.415.175.700,4.918.301.370,,,6415175700.0,4918301370.0
"Công ty Cổ phần Bắt động sản Linkhouse (""Linkhouse"")","Công ty Cổ phần Bắt động sản Linkhouse (""Linkhouse"")","Công ty Cổ phần Bắt động sản Linkhouse (""Linkhouse"")",Công ty con,Phí dịch vụ môi giới,3.571.220.015,362.970.128,,,3571220015.0,362970128.0
"Công ty Cổ phần Bắt động sản Linkhouse (""Linkhouse"")","Công ty Cổ phần Bắt động sản Linkhouse (""Linkhouse"")","Công ty Cổ phần Bắt động sản Linkhouse (""Linkhouse"")",Công ty con,Doanh thu môi giới,1.557.708.898,-,,,1557708898.0,
