row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,VND Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VND Năm trước
Ihouzz,Ihouzz,Ihouzz,Công ty con,Góp vốn,102.002.000.000,-,,,102002000000.0,
Ihouzz,Ihouzz,Ihouzz,Công ty con,Đi vay,27.500.000.000,-,,,27500000000.0,
Ihouzz,Ihouzz,Ihouzz,Công ty con,Nhận góp vốn,,,,,,
Ihouzz,Ihouzz > Ihouzz,Ihouzz,Công ty con,theo HĐHTKD,20.000.000.000,-,,,20000000000.0,
Ihouzz,Ihouzz > Ihouzz,Ihouzz,Công ty con,Cho vay,2.452.000.000,802.000.000,,,2452000000.0,802000000.0
Ihouzz,Ihouzz > Ihouzz,Ihouzz,Công ty con,Lãi cho vay,2.261.301.366,-,,,2261301366.0,
Ihouzz,Ihouzz > Ihouzz,Ihouzz,Công ty con,Thanh lý tài sản,688.488.861,-,,,688488861.0,
LinkGroup,Ihouzz > LinkGroup,LinkGroup,Công ty con,Cổ tức được chia,80.754.490.281,-,,,80754490281.0,
LinkGroup,Ihouzz > LinkGroup,LinkGroup,Công ty con,Góp vốn,80.470.808.335,-,,,80470808335.0,
LinkGroup,Ihouzz > LinkGroup,LinkGroup,Công ty con,Phí dịch vụ môi giới,6.734.593.903,740.524.302,,,6734593903.0,740524302.0
LinkGroup,Ihouzz > LinkGroup,LinkGroup,Công ty con,Nhận ký quỹ,1.000.000.000,-,,,1000000000.0,
LinkGroup,Ihouzz > LinkGroup,LinkGroup,Công ty con,Doanh thu được chia từ HĐHTKD,149.925.546,19.085.042.754,,,149925546.0,19085042754.0
Đất Xanh Miền Nam,Ihouzz > Đất Xanh Miền Nam,Đất Xanh Miền Nam,Công ty con,Phí dịch vụ môi giới,65.900.179.192,31.251.344.035,,,65900179192.0,31251344035.0
Đất Xanh Miền Nam,Ihouzz > Đất Xanh Miền Nam,Đất Xanh Miền Nam,Công ty con,Nhận ký quỹ,62.380.000.000,-,,,62380000000.0,
Đất Xanh Miền Nam,Ihouzz > Đất Xanh Miền Nam,Đất Xanh Miền Nam,Công ty con,Góp vốn theo HĐHTKD,24.000.000.000,-,,,24000000000.0,
Đất Xanh Miền Nam,Ihouzz > Đất Xanh Miền Nam,Đất Xanh Miền Nam,Công ty con,Doanh thu được chia từ HĐHTKD,11.872.431.366,39.781.261.181,,,11872431366.0,39781261181.0
Đất Xanh Miền Nam,Ihouzz > Đất Xanh Miền Nam,Đất Xanh Miền Nam,Công ty con,Doanh thu môi giới,391.276.962,1.850.421.130,,,391276962.0,1850421130.0
Đất Xanh Miền Trung,Ihouzz > Đất Xanh Miền Trung,Đất Xanh Miền Trung,Công ty con,Cổ tức được chia,55.000.000.000,294.047.600.000,,,55000000000.0,294047600000.0
Đất Xanh Miền Trung,Ihouzz > Đất Xanh Miền Trung,Đất Xanh Miền Trung,Công ty con,Góp vốn,37.400.000.000,279.345.000.000,,,37400000000.0,279345000000.0
Đất Xanh Miền Trung,Đất Xanh Miền Trung,Đất Xanh Miền Trung,Công ty con,Nhận hoàn vốn,,,,,,
Đất Xanh Miền Trung,Đất Xanh Miền Trung > Đất Xanh Miền Trung,Đất Xanh Miền Trung,Công ty con,theo HĐHTKD,-,67.326.763.600,,,,67326763600.0
Đất Xanh Miền Trung,Đất Xanh Miền Trung > Đất Xanh Miền Trung,Đất Xanh Miền Trung,Công ty con,Doanh thu môi giới,-,56.210.868.636,,,,56210868636.0
Đất Xanh Miền Trung,Đất Xanh Miền Trung > Đất Xanh Miền Trung,Đất Xanh Miền Trung,Công ty con,Doanh thu được chia từ HĐHTKD,-,13.835.505.060,,,,13835505060.0
Đất Xanh Đông Nam Bộ,Đất Xanh Miền Trung > Đất Xanh Đông Nam Bộ,Đất Xanh Đông Nam Bộ,Công ty con,Góp vốn theo HĐHTKD,45.179.472.100,-,,,45179472100.0,
Đất Xanh Đông Nam Bộ,Đất Xanh Miền Trung > Đất Xanh Đông Nam Bộ,Đất Xanh Đông Nam Bộ,Công ty con,Phí dịch vụ môi giới,20.909.026.829,7.191.401.499,,,20909026829.0,7191401499.0
Đất Xanh Đông Nam Bộ,Đất Xanh Miền Trung > Đất Xanh Đông Nam Bộ,Đất Xanh Đông Nam Bộ,Công ty con,Nhận ký quỹ,1.000.000.000,-,,,1000000000.0,
Đất Xanh Đông Nam Bộ,Đất Xanh Miền Trung > Đất Xanh Đông Nam Bộ,Đất Xanh Đông Nam Bộ,Công ty con,Cổ tức được chia,-,59.726.368.421,,,,59726368421.0
Đất Xanh Đông Nam Bộ,Đất Xanh Miền Trung > Đất Xanh Đông Nam Bộ,Đất Xanh Đông Nam Bộ,Công ty con,Góp vốn,-,56.740.050.000,,,,56740050000.0
"Công ty TNHH Charm & CI Việt Nam (""Charm & CI"")","Đất Xanh Miền Trung > Công ty TNHH Charm & CI Việt Nam (""Charm & CI"")","Công ty TNHH Charm & CI Việt Nam (""Charm & CI"")",Công ty trong cùng tập đoàn,Ký quỹ môi giới,-,182.382.257.533,,,,182382257533.0
