row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Ký quỹ cho các hợp đồng tiếp thị và phân phối dự án bất động sản (*),Ngắn hạn > Ký quỹ cho các hợp đồng tiếp thị và phân phối dự án bất động sản (*),Ký quỹ cho các hợp đồng tiếp thị và phân phối dự án bất động sản (*),1.871.897.410.067,1.330.332.257.533,1871897410067.0,1330332257533.0
Tạm hoàn ứng cho chủ đầu tư,Ngắn hạn > Tạm hoàn ứng cho chủ đầu tư,Tạm hoàn ứng cho chủ đầu tư,1.578.882.475.033,586.750.000.000,1578882475033.0,586750000000.0
"Vốn góp theo các hợp đồng hợp tác kinh doanh (""HĐHTKD"") (**)","Ngắn hạn > Vốn góp theo các hợp đồng hợp tác kinh doanh (""HĐHTKD"") (**)","Vốn góp theo các hợp đồng hợp tác kinh doanh (""HĐHTKD"") (**)",88.879.472.100,45.000.000.000,88879472100.0,45000000000.0
Cổ tức,Ngắn hạn > Cổ tức,Cổ tức,24.804.925.264,26.342.468.421,24804925264.0,26342468421.0
Ứng trước tiền sử dụng đất nhà ở xã hội dự án Khu dân cư Gold Hill,Ngắn hạn > Ứng trước tiền sử dụng đất nhà ở xã hội dự án Khu dân cư Gold Hill,Ứng trước tiền sử dụng đất nhà ở xã hội dự án Khu dân cư Gold Hill,15.000.000.000,15.000.000.000,15000000000.0,15000000000.0
Khác,Ngắn hạn > Khác,Khác,12.154.526.889,15.870.122.207,12154526889.0,15870122207.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,3.591.618.809.353,2.019.294.848.161,3591618809353.0,2019294848161.0
Dự phòng phải thu khác,Ngắn hạn > Dự phòng phải thu khác,Dự phòng phải thu khác,(1.940.708.333),-,-1940708333.0,
GIÁ TRỊ THUÀN,Ngắn hạn > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,3.589.678.101.020,2.019.294.848.161,3589678101020.0,2019294848161.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu bên liên quan (Thuyết minh số 21),Trong đó: > Phải thu bên liên quan (Thuyết minh số 21),Phải thu bên liên quan (Thuyết minh số 21),3.569.506.057.907,1.994.156.593.109,3569506057907.0,1994156593109.0
Phải thu bên khác,Trong đó: > Phải thu bên khác,Phải thu bên khác,22.112.751.446,25.138.255.052,22112751446.0,25138255052.0
