row_label_raw,row_label_full,col_0,Trang,numeric__Trang
Báo cáo của Ban Tổng Giám đốc,Báo cáo của Ban Tổng Giám đốc,Báo cáo của Ban Tổng Giám đốc,1 - 2,
Báo cáo kiểm toán độc lập,Báo cáo kiểm toán độc lập,Báo cáo kiểm toán độc lập,3 - 4,
Bảng cân đối kế toán hợp nhất,Bảng cân đối kế toán hợp nhất,Bảng cân đối kế toán hợp nhất,5 - 7,
Báo cáo kết quả hoạt động kinh doanh hợp nhất,Bảng cân đối kế toán hợp nhất > Báo cáo kết quả hoạt động kinh doanh hợp nhất,Báo cáo kết quả hoạt động kinh doanh hợp nhất,8,8.0
Báo cáo lưu chuyển tiền tệ hợp nhất,Bảng cân đối kế toán hợp nhất > Báo cáo lưu chuyển tiền tệ hợp nhất,Báo cáo lưu chuyển tiền tệ hợp nhất,9,9.0
Bản thuyết minh báo cáo tài chính hợp nhất,Bản thuyết minh báo cáo tài chính hợp nhất,Bản thuyết minh báo cáo tài chính hợp nhất,10 - 54,
