row_label_raw,row_label_full,col_0,Năm kết thúc ngày31 tháng 12 năm 2025,Năm kết thúc ngày31 tháng 12 năm 2024,numeric__Năm kết thúc ngày31 tháng 12 năm 2025,numeric__Năm kết thúc ngày31 tháng 12 năm 2024
Lợi nhuận thuộc về cổ đông phổ thông (VND),Lợi nhuận thuộc về cổ đông phổ thông (VND),Lợi nhuận thuộc về cổ đông phổ thông (VND),2.103.625.414.463,381.924.116.264,2103625414463.0,381924116264.0
Số lượng cổ phiếu phổ thông bình quân gia quyền lưu hành trong năm,Số lượng cổ phiếu phổ thông bình quân gia quyền lưu hành trong năm,Số lượng cổ phiếu phổ thông bình quân gia quyền lưu hành trong năm,858.735.307,767.604.759,858735307.0,767604759.0
Lãi cơ bản trên 1 cổ phiếu,Lãi cơ bản trên 1 cổ phiếu,Lãi cơ bản trên 1 cổ phiếu,2.450,498,2450.0,498.0
Lãi suy giảm trên cổ phiếu,Lãi suy giảm trên cổ phiếu,Lãi suy giảm trên cổ phiếu,2.450,498,2450.0,498.0
