row_label_raw,row_label_full,col_0,Trường hợp doanh thuđược ghi nhận một lầntại thời điểm bàn giaodắtVND,Năm kết thúc ngày31 tháng 12 năm 2025Trường hợp doanh thuđược phân bổ trongthời hạn thuê đấtVND,Trường hợp doanh thuđược ghi nhận một lần tạithời điểm bàn giao đấtVND,Trường hợp doanh thuđược phân bổ trongthời hạn thuê đấtVND,numeric__Trường hợp doanh thuđược ghi nhận một lầntại thời điểm bàn giaodắtVND,numeric__Năm kết thúc ngày31 tháng 12 năm 2025Trường hợp doanh thuđược phân bổ trongthời hạn thuê đấtVND,numeric__Trường hợp doanh thuđược ghi nhận một lần tạithời điểm bàn giao đấtVND,numeric__Trường hợp doanh thuđược phân bổ trongthời hạn thuê đấtVND
Doanh thu thuần bán hàngvà cung cấp dịch vụTrong đó:,Doanh thu thuần bán hàngvà cung cấp dịch vụTrong đó:,Doanh thu thuần bán hàngvà cung cấp dịch vụTrong đó:,6.687.125.604.053,2.358.055.133.798,2.775.773.466.955,1.461.834.244.983,6687125604053.0,2358055133798.0,2775773466955.0,1461834244983.0
Doanh thu cho thuê đất vàcơ sở hạ tầngGiá vốn hàng bán và dịchvụ cung cấp,Doanh thu cho thuê đất vàcơ sở hạ tầngGiá vốn hàng bán và dịchvụ cung cấp,Doanh thu cho thuê đất vàcơ sở hạ tầngGiá vốn hàng bán và dịchvụ cung cấp,4.375.885.040.784(3.497.496.465.502),46.814.570.529(1.813.739.643.234),1.250.618.806.472(1.492.307.333.029),24.739.010.274(1.105.465.153.727),,,,
Lợi nhuận gộp về bánhàng và cung cấp dịch vụ,Doanh thu cho thuê đất vàcơ sở hạ tầngGiá vốn hàng bán và dịchvụ cung cấp > Lợi nhuận gộp về bánhàng và cung cấp dịch vụ,Lợi nhuận gộp về bánhàng và cung cấp dịch vụ,3.189.629.138.551,544.315.490.564,1.283.466.133.926,356.369.091.256,3189629138551.0,544315490564.0,1283466133926.0,356369091256.0
