row_label_raw,row_label_full,Lãi từ giao dịch mua rẻ khi mua hai công ty con 3H và A&E(Thuyết minh số 5),Năm kết thúc ngày31 tháng 12 năm 2025VND > 327.397.894.043,Năm kết thúc ngày31 tháng 12 năm 2024VND > -,numeric__Năm kết thúc ngày31 tháng 12 năm 2025VND > 327.397.894.043,numeric__Năm kết thúc ngày31 tháng 12 năm 2024VND > -
Khác,Khác,Khác,5.392.052.584,49.621.167.844,5392052584.0,49621167844.0
,,,332.789.946.627,49.621.167.844,332789946627.0,49621167844.0
