row_label_raw,row_label_full,col_0,Năm kết thúc ngày31 tháng 12 năm 2025VND,Năm kết thúc ngày31 tháng 12 năm 2024VND,numeric__Năm kết thúc ngày31 tháng 12 năm 2025VND,numeric__Năm kết thúc ngày31 tháng 12 năm 2024VND
Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,193.672.153.997,163.413.948.187,193672153997.0,163413948187.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,29.057.932.857,90.839.921.912,29057932857.0,90839921912.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,109.596.006.507,26.651.405.477,109596006507.0,26651405477.0
Chi phí tài trợ,Chi phí tài trợ,Chi phí tài trợ,97.612.878.080,81.316.800.296,97612878080.0,81316800296.0
Chi phí quản lý doanh nghiệp khác,Chi phí quản lý doanh nghiệp khác,Chi phí quản lý doanh nghiệp khác,161.474.525.730,97.641.826.274,161474525730.0,97641826274.0
,,,591.413.497.171,459.863.902.146,591413497171.0,459863902146.0
