row_label_raw,row_label_full,col_0,31 tháng 12 năm 2025,31 tháng 12 năm 2024,numeric__31 tháng 12 năm 2025,numeric__31 tháng 12 năm 2024
,,,VND,VND,,
Trả trước tiền mua nhà dự án nhà ở xã hội và thương mại,Trả trước tiền mua nhà dự án nhà ở xã hội và thương mại,Trả trước tiền mua nhà dự án nhà ở xã hội và thương mại,1.253.350.779.315,420.685.622.164,1253350779315.0,420685622164.0
Trả trước tiền thuê đất tại KCN Tân Phú Trung,Trả trước tiền thuê đất tại KCN Tân Phú Trung,Trả trước tiền thuê đất tại KCN Tân Phú Trung,220.728.724.872,189.466.001.835,220728724872.0,189466001835.0
Trả trước tiền đặt cọc mua nhà xưởng,Trả trước tiền đặt cọc mua nhà xưởng,Trả trước tiền đặt cọc mua nhà xưởng,24.057.071.941,120.807.198.656,24057071941.0,120807198656.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,74.351.283.217,26.564.354.903,74351283217.0,26564354903.0
,,,1.572.487.859.345,757.523.177.558,1572487859345.0,757523177558.0
