row_label_raw,row_label_full,STT,Tên công ty,Tỷ lệ biểu quyết (%),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính theo đăng ký,numeric__Tên công ty,numeric__Tỷ lệ biểu quyết (%),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính theo đăng ký
1,1,1,Nhóm các công ty con sở hữu trực tiếp,Nhóm các công ty con sở hữu trực tiếp,Nhóm các công ty con sở hữu trực tiếp,Nhóm các công ty con sở hữu trực tiếp,Nhóm các công ty con sở hữu trực tiếp,,,,,
1,1 > 1,1,Công ty Cổ phần Khu Công nghiệp Sài Gòn - Bắc Giang,"100,00","96,46","Lô CC, Khu công nghiệp Quang Châu, phường Nénh, tỉnh Bắc Ninh, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản",,100.0,96.46,,
2,1 > 2,2,Công ty Cổ phần Khu Công nghiệp Sài Gòn - Hải Phòng,"89,26","89,26","Khu công nghiệp Tràng Duệ, phường An Phong, thành phố Hải Phòng, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản",,89.26,89.26,,
3,1 > 3,3,Công ty Cổ phần Phát triển Đô thị Sài Gòn Tây Bắc,"74,30","72,82","Ăp Trạm Born, quốc lộ 22, xã Củ Chỉ, thành phố Hồ Chí Minh, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản",,74.3,72.82,,
