row_label_raw,row_label_full,Ngân hàng > Ngân hàng TMCP Tiên Phong - Chinhánh Thăng Long > Ngân hàng TMCP Đầu tư & Phát triển Việt Nam - Chi nhánh Bắc Ninh > Ngân hàng TMCP Đầu tư và phát triển Việt Nam – Chi nhánh Thái Hà > Ngân hàng TMCP Đầu tư và phát triển Việt Nam – Chi nhánh Hưng Yên > Ngân hàng TMCP Đầu tư và phát triển Việt Nam,31 tháng 12 năm2025 (VND) > 21.000.000.000 > 431.500.000.000 > 60.162.554.830 > 79.980.159.669 > 33.050.868.974 > 199.564.465.952 > 1.264.458.142.788,"Lãi suất > 11,02%/năm > 7,5%/năm > 6,4%/năm > 7,3%/năm > 7,2%/năm","Kỳ hạn trả gốc và lãi > Gốc vay đảo hạn vào ngày 26 tháng 12 năm2026. Gốc vay và lãi vay trả hàng tháng theo lịchtrả nợ của ngân hàng. > Gốc vay đảo hạn từ tháng 1 đến tháng 6 năm2031. Gốc vay và lãi vay trả hàng quý theo lịchtrả nợ của ngân hàng. > Gốc vay đảo hạn vào ngày 18 tháng 11 năm2030. Lãi vay trả hàng quý. > Gốc vay đảo hạn vào ngày 1 tháng 7 năm 2030.Lãi vay trả hàng quý. > Gốc vay đảo hạn vào ngày 2 tháng 7 năm 2029.Lãi vay trả hàng quý. > Khoản vay có thời hạn 60 tháng, đảo hạn lầncuối năm 2029. Lãi vay trả 3 tháng 1 lần. > 84 tháng kể từ ngày tiếp theo của ngày giải ngânđầu tiên/phát hành LC","Hình thức đảm bảo > Khoản vay được thế chấp bởi thừa đất số 1, tờ bản đồ số:08-2021, địa chỉ: Lô TM-DV1 Dự án KBT - DVTM và nhà ở công nhân Tràng Duệ. > Khoản vay được thế chấp bởi quyền thuê đất KCN và nhà xuống, nhà văn phòng tại 2 KCN: KCN Đại Đồng, Hàn Sơn, Bắc Ninh (05 nhà xuống) và KCN Quang Châu - Bắc Giang (12 nhà xuống). > Khoản vay được thế chấp bởi toàn bộ tài sản hiện có và tài sản hình thành trong tương lai thuộc dự án CT4, CT9, CT10 của Dự án Nhà ở xã hội thuộc Dự án Khu đô thị - dịch vụ thương mại và nhà ở công nhân Tràng Duệ. > Khoản vay được thế chấp bởi toàn bộ tài sản hiện có và tài sản hình thành trong tương lai thuộc dự án CT2, CT3, CT7 và CT8 của Dự ánNhà ở xã hội thuộc Dự án Khu đô thị - dịch vụ thương mại và nhà ở công nhân Tràng Duệ. > Khoản vay được thế chấp bởi 123 căn Nhà ở xã hội hình thành trong tương lai thuộc dự án CT1, CT5 và CT6 của Dự án Nhà ở xã hội thuộcDự án Khu đô thị - dịch vụ thương mại và nhà ở công nhân Tràng Duệ. > Quyền tài sản ở hiện tại hoặc được hình thành trong tương lai tại dự ánDự án đầu tư xây dựng và kinh doanh kết cấu hạ tầng cụm công nghiệp Chính Nghĩa. > Tài sản hiện có hoặc được hình thành trong tương lai tại Dự án đầu tư xây dựng và kinh doanh kết cấu hạ tầng khu công nghiệp Lộc Giang;vân bản cam kết hỗ trợ tài chính của Công ty và công ty con.",numeric__31 tháng 12 năm2025 (VND) > 21.000.000.000 > 431.500.000.000 > 60.162.554.830 > 79.980.159.669 > 33.050.868.974 > 199.564.465.952 > 1.264.458.142.788,"numeric__Lãi suất > 11,02%/năm > 7,5%/năm > 6,4%/năm > 7,3%/năm > 7,2%/năm","numeric__Kỳ hạn trả gốc và lãi > Gốc vay đảo hạn vào ngày 26 tháng 12 năm2026. Gốc vay và lãi vay trả hàng tháng theo lịchtrả nợ của ngân hàng. > Gốc vay đảo hạn từ tháng 1 đến tháng 6 năm2031. Gốc vay và lãi vay trả hàng quý theo lịchtrả nợ của ngân hàng. > Gốc vay đảo hạn vào ngày 18 tháng 11 năm2030. Lãi vay trả hàng quý. > Gốc vay đảo hạn vào ngày 1 tháng 7 năm 2030.Lãi vay trả hàng quý. > Gốc vay đảo hạn vào ngày 2 tháng 7 năm 2029.Lãi vay trả hàng quý. > Khoản vay có thời hạn 60 tháng, đảo hạn lầncuối năm 2029. Lãi vay trả 3 tháng 1 lần. > 84 tháng kể từ ngày tiếp theo của ngày giải ngânđầu tiên/phát hành LC","numeric__Hình thức đảm bảo > Khoản vay được thế chấp bởi thừa đất số 1, tờ bản đồ số:08-2021, địa chỉ: Lô TM-DV1 Dự án KBT - DVTM và nhà ở công nhân Tràng Duệ. > Khoản vay được thế chấp bởi quyền thuê đất KCN và nhà xuống, nhà văn phòng tại 2 KCN: KCN Đại Đồng, Hàn Sơn, Bắc Ninh (05 nhà xuống) và KCN Quang Châu - Bắc Giang (12 nhà xuống). > Khoản vay được thế chấp bởi toàn bộ tài sản hiện có và tài sản hình thành trong tương lai thuộc dự án CT4, CT9, CT10 của Dự án Nhà ở xã hội thuộc Dự án Khu đô thị - dịch vụ thương mại và nhà ở công nhân Tràng Duệ. > Khoản vay được thế chấp bởi toàn bộ tài sản hiện có và tài sản hình thành trong tương lai thuộc dự án CT2, CT3, CT7 và CT8 của Dự ánNhà ở xã hội thuộc Dự án Khu đô thị - dịch vụ thương mại và nhà ở công nhân Tràng Duệ. > Khoản vay được thế chấp bởi 123 căn Nhà ở xã hội hình thành trong tương lai thuộc dự án CT1, CT5 và CT6 của Dự án Nhà ở xã hội thuộcDự án Khu đô thị - dịch vụ thương mại và nhà ở công nhân Tràng Duệ. > Quyền tài sản ở hiện tại hoặc được hình thành trong tương lai tại dự ánDự án đầu tư xây dựng và kinh doanh kết cấu hạ tầng cụm công nghiệp Chính Nghĩa. > Tài sản hiện có hoặc được hình thành trong tương lai tại Dự án đầu tư xây dựng và kinh doanh kết cấu hạ tầng khu công nghiệp Lộc Giang;vân bản cam kết hỗ trợ tài chính của Công ty và công ty con."
Tổng cộng,Tổng cộng,Tổng cộng,27.363.337.539.547,,,,27363337539547.0,,,
Trong đó:Vay dài hạn đến hạn trảVay dài hạn,Trong đó:Vay dài hạn đến hạn trảVay dài hạn,Trong đó:Vay dài hạn đến hạn trảVay dài hạn,1.012.111.942.98726.351.225.596.560,,,,1.0121119429872635e+26,,,
