row_label_raw,row_label_full,col_0,Thuyết minh,Mã số,31 tháng 12 năm 2025 VND,31 tháng 12 năm 2024 VND,numeric__Thuyết minh,numeric__Mã số,numeric__31 tháng 12 năm 2025 VND,numeric__31 tháng 12 năm 2024 VND
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,
Tài sản ngắn hạn,TÀI SẢN > Tài sản ngắn hạn,Tài sản ngắn hạn,,100,55.045.529.492.865,36.075.390.688.153,,100.0,55045529492865.0,36075390688153.0
Tiền và các khoản tương đương tiền,TÀI SẢN > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,6,110,8.368.534.552.023,6.566.036.174.506,6.0,110.0,8368534552023.0,6566036174506.0
Tiền,TÀI SẢN > Tiền,Tiền,,111,938.473.925.570,532.997.405.834,,111.0,938473925570.0,532997405834.0
Các khoản tương đương tiền,TÀI SẢN > Các khoản tương đương tiền,Các khoản tương đương tiền,,112,7.430.060.626.453,6.033.038.768.672,,112.0,7430060626453.0,6033038768672.0
Đầu tư tài chính ngắn hạn,TÀI SẢN > Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,7,120,1.877.936.007.100,1.857.951.615.950,7.0,120.0,1877936007100.0,1857951615950.0
Chứng khoán kinh doanh,TÀI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,7.1,121,1.862.358.461.369,1.862.358.461.369,71.0,121.0,1862358461369.0,1862358461369.0
Dự phòng giảm giả chứng khoán kinh doanh,TÀI SẢN > Dự phòng giảm giả chứng khoán kinh doanh,Dự phòng giảm giả chứng khoán kinh doanh,7.1,122,(6.772.454.269),(6.756.845.419),71.0,122.0,-6772454269.0,-6756845419.0
Đầu tư nắm giữ đến ngày đáo hạn,TÀI SẢN > Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,7.2,123,22.350.000.000,2.350.000.000,72.0,123.0,22350000000.0,2350000000.0
Các khoản phải thu ngắn hạn,TÀI SẢN > Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,,130,17.214.870.021.751,13.308.852.766.763,,130.0,17214870021751.0,13308852766763.0
Phải thu ngắn hạn của khách hàng,TÀI SẢN > Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,8,131,1.264.873.556.149,670.879.391.809,8.0,131.0,1264873556149.0,670879391809.0
Trả trước cho người bán ngắn hạn,TÀI SẢN > Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,9,132,5.867.327.773.605,3.500.405.899.524,9.0,132.0,5867327773605.0,3500405899524.0
Phải thu về cho vay ngắn hạn,TÀI SẢN > Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,11,135,4.166.817.606.025,3.281.260.294.254,11.0,135.0,4166817606025.0,3281260294254.0
Phải thu ngắn hạn khác,TÀI SẢN > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,12,136,6.034.661.264.008,5.963.091.549.126,12.0,136.0,6034661264008.0,5963091549126.0
Dự phòng phải thu ngắn hạn khó đòi,TÀI SẢN > Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,10,137,(118.810.178.036),(106.784.367.950),10.0,137.0,-118810178036.0,-106784367950.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,13,140,27.073.127.740.837,13.849.673.941.868,13.0,140.0,27073127740837.0,13849673941868.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,,141,27.073.127.740.837,13.849.673.941.868,,141.0,27073127740837.0,13849673941868.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,,150,511.061.171.154,492.876.189.066,,150.0,511061171154.0,492876189066.0
Chi phí trả trước ngắn hạn,TÀI SẢN > Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,14,151,76.674.295.837,63.331.758.024,14.0,151.0,76674295837.0,63331758024.0
Thuế giá trị gia tăng được khấu trừ,TÀI SẢN > Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,,152,365.647.664.512,347.564.373.138,,152.0,365647664512.0,347564373138.0
Thuế và các khoản phải thu Nhà nước,TÀI SẢN > Thuế và các khoản phải thu Nhà nước,Thuế và các khoản phải thu Nhà nước,21,153,68.627.140.805,81.928.892.904,21.0,153.0,68627140805.0,81928892904.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,,155,112.070.000,51.165.000,,155.0,112070000.0,51165000.0
