row_label_raw,row_label_full,col_0,31 tháng 12 năm 2025 > Giá trịVND,31 tháng 12 năm 2025 > Số có khả năngtrả nợVND,31 tháng 12 năm 2024 > Giá trịVND,31 tháng 12 năm 2024 > Số có khả năngtrả nợVND,numeric__31 tháng 12 năm 2025 > Giá trịVND,numeric__31 tháng 12 năm 2025 > Số có khả năngtrả nợVND,numeric__31 tháng 12 năm 2024 > Giá trịVND,numeric__31 tháng 12 năm 2024 > Số có khả năngtrả nợVND
Phải trả người bán ngắn hạn là các bên thứ ba,Phải trả người bán ngắn hạn là các bên thứ ba,Phải trả người bán ngắn hạn là các bên thứ ba,Phải trả người bán ngắn hạn là các bên thứ ba,Phải trả người bán ngắn hạn là các bên thứ ba,Phải trả người bán ngắn hạn là các bên thứ ba,Phải trả người bán ngắn hạn là các bên thứ ba,,,,
Công ty Cổ phần Licogi 13,Phải trả người bán ngắn hạn là các bên thứ ba > Công ty Cổ phần Licogi 13,Công ty Cổ phần Licogi 13,221.399.180.903,221.399.180.903,302.812.618.610,302.812.618.610,221399180903.0,221399180903.0,302812618610.0,302812618610.0
Công ty Cổ phần Đầu tư Trường Phát,Phải trả người bán ngắn hạn là các bên thứ ba > Công ty Cổ phần Đầu tư Trường Phát,Công ty Cổ phần Đầu tư Trường Phát,18.052.300.072,18.052.300.072,41.936.057.850,41.936.057.850,18052300072.0,18052300072.0,41936057850.0,41936057850.0
Công ty Cổ phần Kinh doanh Bắt động sản HP Land,Phải trả người bán ngắn hạn là các bên thứ ba > Công ty Cổ phần Kinh doanh Bắt động sản HP Land,Công ty Cổ phần Kinh doanh Bắt động sản HP Land,13.019.970.115,13.019.970.115,13.019.970.115,13.019.970.115,13019970115.0,13019970115.0,13019970115.0,13019970115.0
Công ty Cổ phần Đầu tư Vạn Lợi Phát,Phải trả người bán ngắn hạn là các bên thứ ba > Công ty Cổ phần Đầu tư Vạn Lợi Phát,Công ty Cổ phần Đầu tư Vạn Lợi Phát,3.103.807.113,3.103.807.113,5.682.998.346,5.682.998.346,3103807113.0,3103807113.0,5682998346.0,5682998346.0
Công ty TNHH Môi trường Công nghệ Công Thành,Phải trả người bán ngắn hạn là các bên thứ ba > Công ty TNHH Môi trường Công nghệ Công Thành,Công ty TNHH Môi trường Công nghệ Công Thành,9.367.736.839,9.367.736.839,14.208.592.734,14.208.592.734,9367736839.0,9367736839.0,14208592734.0,14208592734.0
Các nhà cung cấp khác,Phải trả người bán ngắn hạn là các bên thứ ba > Các nhà cung cấp khác,Các nhà cung cấp khác,330.375.895.923,330.375.895.923,151.820.871.454,151.820.871.454,330375895923.0,330375895923.0,151820871454.0,151820871454.0
,,,595.318.890.965,595.318.890.965,529.481.109.109,529.481.109.109,595318890965.0,595318890965.0,529481109109.0,529481109109.0
