row_label_raw,row_label_full,Mã số CHỈ TIÊU,Mã số CHỈ TIÊU_1,Thuyết minh,Năm 2016 > VND,Năm 2015 > VND,numeric__Mã số CHỈ TIÊU_1,numeric__Thuyết minh,numeric__Năm 2016 > VND,numeric__Năm 2015 > VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,23,192.159.087.799,144.473.322.859,,23.0,192159087799.0,144473322859.0
02,02,02,2. Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,,192.159.087.799,144.473.322.859,,,192159087799.0,144473322859.0
11,02 > 11,11,4. Giá vốn hàng bán,24,142.095.735.572,98.292.481.214,,24.0,142095735572.0,98292481214.0
20,02 > 20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,50.063.352.227,46.180.841.645,,,50063352227.0,46180841645.0
21,02 > 21,21,6. Doanh thu hoạt động tài chính,25,53.756.463.304,1.642.212.805.974,,25.0,53756463304.0,1642212805974.0
22,02 > 22,22,7. Chi phí tài chính,26,309.008.405.783,(126.760.657.844),,26.0,309008405783.0,-126760657844.0
23,02 > 23,23,- Trong đó: Chi phí lãi vay,,61.708.258.826,139.617.693.562,,,61708258826.0,139617693562.0
25,02 > 25,25,8. Chi phí bán hàng,27,2.447.155.713,3.726.165.825,,27.0,2447155713.0,3726165825.0
26,02 > 26,26,9. Chi phí quản lý doanh nghiệp,28,559.002.265.816,906.701.330.369,,28.0,559002265816.0,906701330369.0
30,02 > 30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,(766.638.011.781),904.726.809.269,,,-766638011781.0,904726809269.0
31,02 > 31,31,11. Thu nhập khác,,253.403.306,190.840.578,,,253403306.0,190840578.0
32,02 > 32,32,12. Chi phí khác,,1.164.684.859,191.129.257.393,,,1164684859.0,191129257393.0
40,02 > 40,40,13. Lợi nhuận khác,,(911.281.553),(190.938.416.815),,,-911281553.0,-190938416815.0
50,02 > 50,50,14. Tổng lợi nhuận kế toán trước thuế,,(767.549.293.334),713.788.392.454,,,-767549293334.0,713788392454.0
51,02 > 51,51,15. Chi phí thuế TNDN hiện hành,29,-,-,,29.0,,
52,52,52,16. Chi phí thuế TNDN hoãn lại,,-,-,,,,
60,52 > 60,60,17. Lợi nhuận sau thuế TNDN,,(767.549.293.334),713.788.392.454,,,-767549293334.0,713788392454.0
