row_label_raw,row_label_full,col_0,Năm 2016,Năm 2015,numeric__Năm 2016,numeric__Năm 2015
,,,VND,VND,,
Tổng lợi nhuận kế toán trước thuế TNDN,Tổng lợi nhuận kế toán trước thuế TNDN,Tổng lợi nhuận kế toán trước thuế TNDN,(767.549.293.334),713.788.392.454,-767549293334.0,713788392454.0
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,23.069.377.414,(167.651.674.648),23069377414.0,-167651674648.0
Hoạt động kinh doanh chính và hoạt động khác,Hoạt động kinh doanh chính và hoạt động khác,Hoạt động kinh doanh chính và hoạt động khác,(790.618.670.748),881.440.067.102,-790618670748.0,881440067102.0
Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,-,-,,
Các khoản điều chỉnh giảm,Các khoản điều chỉnh tăng > Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,227.431.927.540,423.944.321.680,227431927540.0,423944321680.0
- Các khoản chi phí không được trips (*),Các khoản điều chỉnh tăng > - Các khoản chi phí không được trips (*),- Các khoản chi phí không được trips (*),227.431.927.540,423.944.321.680,227431927540.0,423944321680.0
Thu nhập chịu thuế TNDN,Các khoản điều chỉnh tăng > Thu nhập chịu thuế TNDN,Thu nhập chịu thuế TNDN,(540.117.365.794),1.137.732.714.134,-540117365794.0,1137732714134.0
-Chuyển lỗ lũy kế từ các năm trước,Các khoản điều chỉnh tăng > -Chuyển lỗ lũy kế từ các năm trước,-Chuyển lỗ lũy kế từ các năm trước,(23.069.377.414),(1.137.732.714.134),-23069377414.0,-1137732714134.0
Thu nhập chịu thuế TNDN,Các khoản điều chỉnh tăng > Thu nhập chịu thuế TNDN,Thu nhập chịu thuế TNDN,(563.186.743.208),-,-563186743208.0,
Thuế suất thuế TNDN,Các khoản điều chỉnh tăng > Thuế suất thuế TNDN,Thuế suất thuế TNDN,20%,22%,0.2,0.22
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,-,-,,
Thuế TNDN phải nộp đầu năm,Chi phí thuế TNDN hiện hành > Thuế TNDN phải nộp đầu năm,Thuế TNDN phải nộp đầu năm,(1.214.808.848),(1.214.808.848),-1214808848.0,-1214808848.0
Thuế TNDN đã nộp trong năm,Thuế TNDN đã nộp trong năm,Thuế TNDN đã nộp trong năm,-,-,,
Tổng thuế TNDN phải nộp cuối năm,Thuế TNDN đã nộp trong năm > Tổng thuế TNDN phải nộp cuối năm,Tổng thuế TNDN phải nộp cuối năm,(1.214.808.848),(1.214.808.848),-1214808848.0,-1214808848.0
