row_label_raw,row_label_full,Mã số TÀI SẢN,Mã số TÀI SẢN_1,Thuyết minh,31/12/2016 > VND,01/01/2016 > VND,numeric__Mã số TÀI SẢN_1,numeric__Thuyết minh,numeric__31/12/2016 > VND,numeric__01/01/2016 > VND
200,200,200,B. TÀI SẢN DÀI HẠN,,2.404.580.878.705,2.930.866.841.178,,,2404580878705.0,2930866841178.0
210,210,210,I. Các khoản phải thu dài hạn,,827.146.754.534,1.112.459.728.374,,,827146754534.0,1112459728374.0
212,212,212,2. Trả trước cho người bán dài hạn,6,1.175.338.378.374,1.181.459.728.374,,6.0,1175338378374.0,1181459728374.0
219,219,219,7. Dự phòng phải thu dài hạn khó đòi,,(348.191.623.840),(69.000.000.000),,,-348191623840.0,-69000000000.0
220,220,220,II. Tài sản cố định,,2.205.748.627,2.646.871.765,,,2205748627.0,2646871765.0
221,221,221,1. Tài sản cố định hữu hình,13,2.205.748.627,2.646.871.765,,13.0,2205748627.0,2646871765.0
222,222,222,- Nguyên giá,,5.500.159.965,5.500.159.965,,,5500159965.0,5500159965.0
223,223,223,- Giá trị hao mòn lũy kế,,(3.294.411.338),(2.853.288.200),,,-3294411338.0,-2853288200.0
227,227,227,3. Tài sản cố định vô hình,,-,-,,,,
228,227 > 228,228,- Nguyên giá,,216.000.000,216.000.000,,,216000000.0,216000000.0
229,227 > 229,229,- Giá trị hao mòn lũy kế,,(216.000.000),(216.000.000),,,-216000000.0,-216000000.0
240,227 > 240,240,IV. Tài sản dở dang dài hạn,,93.000.386.189,76.781.066.357,,,93000386189.0,76781066357.0
242,227 > 242,242,2. Chi phí xây dựng cơ bản dở dang,12,93.000.386.189,76.781.066.357,,12.0,93000386189.0,76781066357.0
250,227 > 250,250,V. Đầu tư tài chính dài hạn,4,1.141.928.456.870,1.389.993.519.530,,4.0,1141928456870.0,1389993519530.0
251,227 > 251,251,1. Đầu tư vào công ty con,,1.637.993.972.100,1.643.405.401.009,,,1637993972100.0,1643405401009.0
252,227 > 252,252,"2. Đầu tư vào công ty liên doanh, liên kết",,533.228.000.000,533.228.000.000,,,533228000000.0,533228000000.0
253,227 > 253,253,3. Đầu tư góp vốn vào đơn vị khác,,31.491.200.000,31.491.200.000,,,31491200000.0,31491200000.0
254,227 > 254,254,4. Dự phòng đầu tư tài chính dài hạn,,(1.060.784.715.230),(818.131.081.479),,,-1060784715230.0,-818131081479.0
260,227 > 260,260,VI. Tài sản dài hạn khác,,340.299.532.485,348.985.655.152,,,340299532485.0,348985655152.0
261,227 > 261,261,1. Chi phí trả trước dài hạn,14,340.299.532.485,348.985.655.152,,14.0,340299532485.0,348985655152.0
270,227 > 270,270,TỔNG CỘNG TÀI SẢN,,3.467.538.721.646,4.430.719.173.930,,,3467538721646.0,4430719173930.0
