row_label_raw,row_label_full,Ông,Lê Quang Thụ,Chủ tịch,numeric__Lê Quang Thụ,numeric__Chủ tịch
Ông,Ông,Ông,Hà Trọng Nam,Phó Chủ tịch,,
Bà,Bà,Bà,Nguyễn Thị Dung,Thành viên,,
Bà,Bà,Bà,Nguyễn Thị Lan Hương,Thành viên,,
Bà,Bà,Bà,Hoàng Thị Phương Lan,Thành viên,,
