row_label_raw,row_label_full,col_0,Doanh thu hoạt động chuyển nhượng bắt động sản VND,"Doanh thu hoạt động thương mại, dịch vụ VND",Tổng cộng VND,numeric__Doanh thu hoạt động chuyển nhượng bắt động sản VND,"numeric__Doanh thu hoạt động thương mại, dịch vụ VND",numeric__Tổng cộng VND
Doanh thu thuần từ bán hàng ra bên ngoài,Doanh thu thuần từ bán hàng ra bên ngoài,Doanh thu thuần từ bán hàng ra bên ngoài,181.740.241.572,10.418.846.227,192.159.087.799,181740241572.0,10418846227.0,192159087799.0
Lợi nhuận từ hoạt động kinh doanh,Lợi nhuận từ hoạt động kinh doanh,Lợi nhuận từ hoạt động kinh doanh,48.494.260.571,1.569.091.656,50.063.352.227,48494260571.0,1569091656.0,50063352227.0
Tổng chi phí mua TSCĐ,Tổng chi phí mua TSCĐ,Tổng chi phí mua TSCĐ,-,-,16.219.319.832,,,16219319832.0
Tải sản không phân bổ,Tải sản không phân bổ,Tải sản không phân bổ,-,-,3.467.538.721.646,,,3467538721646.0
Tổng tài sản,Tổng tài sản,Tổng tài sản,-,-,3.467.538.721.646,,,3467538721646.0
Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,-,-,2.626.888.476.273,,,2626888476273.0
Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,-,-,2.626.888.476.273,,,2626888476273.0
