row_label_raw,row_label_full,Tên công ty con,Nơi thành lập và hoạt động,Tỷ lệ lợi ích,Tỷ lệ quyền biểu quyết,Hoạt động kinh doanh chính,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ quyền biểu quyết,numeric__Hoạt động kinh doanh chính
Công ty Cổ phần Khách sạn và Dịch vụ Đại Dương,Công ty Cổ phần Khách sạn và Dịch vụ Đại Dương,Công ty Cổ phần Khách sạn và Dịch vụ Đại Dương,Hà Nội,"55,53%","55,53%",Kinh doanh khách sạn,,0.5553,0.5553,
Công ty Cổ phần Đầu tư Đại Dương Thăng Long,Công ty Cổ phần Đầu tư Đại Dương Thăng Long,Công ty Cổ phần Đầu tư Đại Dương Thăng Long,Hà Nội,"94,00%","99,99%","Xây dựng, kinh doanh bất động sản",,0.94,0.9998999999999999,
Công ty Cổ phần Phát triển Tài nguyên thiên nhiên Đại Dương,Công ty Cổ phần Phát triển Tài nguyên thiên nhiên Đại Dương,Công ty Cổ phần Phát triển Tài nguyên thiên nhiên Đại Dương,Hà Nội,"69,00%","69,00%","Trồng rừng và chăm sóc rừng, khai thác gỗ, sản xuất đồ gỗ",,0.69,0.69,
Công ty Cổ phần Sản giao dịch hàng hóa INFO,Công ty Cổ phần Sản giao dịch hàng hóa INFO,Công ty Cổ phần Sản giao dịch hàng hóa INFO,Hà Nội,"85,00%","85,00%",Sản giao dịch hàng hóa,,0.85,0.85,
Công ty TNHH Đầu tư Kinh doanh Bắt động sản TKD Việt Nam,Công ty TNHH Đầu tư Kinh doanh Bắt động sản TKD Việt Nam,Công ty TNHH Đầu tư Kinh doanh Bắt động sản TKD Việt Nam,Hà Nội,"98,00%","98,00%",Kinh doanh bất động sản,,0.98,0.98,
Công ty Cổ phần Fafilm Việt Nam,Công ty Cổ phần Fafilm Việt Nam,Công ty Cổ phần Fafilm Việt Nam,Hà Nội,"50,19%","50,19%",Kinh doanh chiếu phim,,0.5019,0.5019,
