row_label_raw,row_label_full,Mã số TÀI SẢN,Mã số TÀI SẢN_1,Thuyết minh,31/12/2016 VND,01/01/2016 VND,numeric__Mã số TÀI SẢN_1,numeric__Thuyết minh,numeric__31/12/2016 VND,numeric__01/01/2016 VND
100,100,100,A. TÀI SẢN NGẤN HẠN,,1.062.957.842.941,1.499.852.332.752,,,1062957842941.0,1499852332752.0
110,110,110,I. Tiền và các khoản tương đương tiền,3,16.297.785.702,23.244.347.477,,3.0,16297785702.0,23244347477.0
111,111,111,1. Tiền,,4.452.785.702,18.042.161.166,,,4452785702.0,18042161166.0
112,112,112,2. Các khoản tương đương tiền,,11.845.000.000,5.202.186.311,,,11845000000.0,5202186311.0
120,120,120,II. Các khoản đầu tư tài chính ngắn hạn,4,17.323.905.000,57.432.265.200,,4.0,17323905000.0,57432265200.0
121,121,121,1. Chứng khoán kinh doanh,,53.998.425.000,87.218.355.200,,,53998425000.0,87218355200.0
122,122,122,2. Dự phòng giảm giá chứng khoán kinh doanh,,(38.324.520.000),(33.786.090.000),,,-38324520000.0,-33786090000.0
123,123,123,3. Đầu tư nằm giữ đến ngày đáo hạn,,1.650.000.000,4.000.000.000,,,1650000000.0,4000000000.0
130,130,130,III. Các khoản phải thu ngắn hạn,,1.017.834.233.053,1.405.026.814.076,,,1017834233053.0,1405026814076.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,5,126.364.050.151,164.140.467.778,,5.0,126364050151.0,164140467778.0
132,132,132,2. Trả trước cho người bán ngắn hạn,6,180.249.872.219,267.897.950.432,,6.0,180249872219.0,267897950432.0
135,135,135,5. Phải thu về cho vay ngắn hạn,7,1.321.133.804.339,1.324.133.804.339,,7.0,1321133804339.0,1324133804339.0
136,136,136,6. Phải thu ngắn hạn khác,8,876.811.618.453,880.426.067.996,,8.0,876811618453.0,880426067996.0
137,137,137,7. Dự phòng phải thu ngắn hạn khó đòi,,(1.490.234.660.362),(1.235.081.024.722),,,-1490234660362.0,-1235081024722.0
139,139,139,8. Tài sản thiếu chờ xử lý,9,3.509.548.253,3.509.548.253,,9.0,3509548253.0,3509548253.0
140,140,140,IV. Hàng tồn kho,11,9.772.073.307,12.854.857.991,,11.0,9772073307.0,12854857991.0
141,141,141,1. Hàng tồn kho,,9.772.073.307,12.854.857.991,,,9772073307.0,12854857991.0
150,150,150,V. Tài sản ngắn hạn khác,,1.729.845.879,1.294.048.008,,,1729845879.0,1294048008.0
151,151,151,1. Chi phí trả trước ngắn hạn,14,65.472.725,68.750.000,,14.0,65472725.0,68750000.0
152,152,152,2. Thuế GTGT được khấu trừ,,439.075.146,-,,,439075146.0,
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,18,1.225.298.008,1.225.298.008,,18.0,1225298008.0,1225298008.0
