row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
Doanh thu cho thuê tài sản,Doanh thu cho thuê tài sản,Doanh thu cho thuê tài sản,75.000.000,100.000.000,75000000.0,100000000.0
Phải trả tiền nộp hộ tiền thuê đất,Phải trả tiền nộp hộ tiền thuê đất,Phải trả tiền nộp hộ tiền thuê đất,-,198.039.283,,198039283.0
Công ty CP BOT & BT Đức Long ĐắK Nông,Công ty CP BOT & BT Đức Long ĐắK Nông,Công ty CP BOT & BT Đức Long ĐắK Nông,Công ty CP BOT & BT Đức Long ĐắK Nông,Công ty CP BOT & BT Đức Long ĐắK Nông,,
,,,Năm nay,Năm trước,,
Lãi vay phải trả,Công ty CP BOT & BT Đức Long ĐắK Nông > Lãi vay phải trả,Lãi vay phải trả,167.668.881,1.775.847.825,167668881.0,1775847825.0
Lãi vay đã trả,Công ty CP BOT & BT Đức Long ĐắK Nông > Lãi vay đã trả,Lãi vay đã trả,710.339.130,1.731.822.615,710339130.0,1731822615.0
Cổ tức nhận được,Công ty CP BOT & BT Đức Long ĐắK Nông > Cổ tức nhận được,Cổ tức nhận được,63.540.000.000,-,63540000000.0,
Trả nợ gốc đi vay,Công ty CP BOT & BT Đức Long ĐắK Nông > Trả nợ gốc đi vay,Trả nợ gốc đi vay,-,32.452.041.492,,32452041492.0
Công ty CP BOT & BT Đức Long Gia Lai,Công ty CP BOT & BT Đức Long Gia Lai,Công ty CP BOT & BT Đức Long Gia Lai,Công ty CP BOT & BT Đức Long Gia Lai,Công ty CP BOT & BT Đức Long Gia Lai,,
,,,Năm nay,Năm trước,,
Doanh thu cho thuê tài sản,Công ty CP BOT & BT Đức Long Gia Lai > Doanh thu cho thuê tài sản,Doanh thu cho thuê tài sản,1.636.363.636,1.636.363.636,1636363636.0,1636363636.0
Chi phí lãi vay,Công ty CP BOT & BT Đức Long Gia Lai > Chi phí lãi vay,Chi phí lãi vay,1.728.525.763,1.920.126.087,1728525763.0,1920126087.0
Công ty CP Đầu tư và Phát triển Điện năng ĐLGL,Công ty CP Đầu tư và Phát triển Điện năng ĐLGL,Công ty CP Đầu tư và Phát triển Điện năng ĐLGL,Công ty CP Đầu tư và Phát triển Điện năng ĐLGL,Công ty CP Đầu tư và Phát triển Điện năng ĐLGL,,
,,,Năm nay,Năm trước,,
Chi phí lãi vay,Công ty CP Đầu tư và Phát triển Điện năng ĐLGL > Chi phí lãi vay,Chi phí lãi vay,-,1.117.264.438,,1117264438.0
Lãi vay đã trả,Công ty CP Đầu tư và Phát triển Điện năng ĐLGL > Lãi vay đã trả,Lãi vay đã trả,167.313.539,3.074.123.434,167313539.0,3074123434.0
Đi vay,Công ty CP Đầu tư và Phát triển Điện năng ĐLGL > Đi vay,Đi vay,-,861.000.000,,861000000.0
Trả nợ gốc đi vay,Công ty CP Đầu tư và Phát triển Điện năng ĐLGL > Trả nợ gốc đi vay,Trả nợ gốc đi vay,-,20.013.634.366,,20013634366.0
Công ty CP tư vấn và Xây dựng Giao thông Gia Lai,Công ty CP tư vấn và Xây dựng Giao thông Gia Lai,Công ty CP tư vấn và Xây dựng Giao thông Gia Lai,Công ty CP tư vấn và Xây dựng Giao thông Gia Lai,Công ty CP tư vấn và Xây dựng Giao thông Gia Lai,,
,,,Năm nay,Năm trước,,
Cổ tức nhận được,Công ty CP tư vấn và Xây dựng Giao thông Gia Lai > Cổ tức nhận được,Cổ tức nhận được,225.036.000,225.036.000,225036000.0,225036000.0
Công ty CP Dịch vụ Công Cộng Đức Long Bảo Lộc,Công ty CP Dịch vụ Công Cộng Đức Long Bảo Lộc,Công ty CP Dịch vụ Công Cộng Đức Long Bảo Lộc,Công ty CP Dịch vụ Công Cộng Đức Long Bảo Lộc,Công ty CP Dịch vụ Công Cộng Đức Long Bảo Lộc,,
,,,Năm nay,Năm trước,,
Doanh thu cho thuê tài sản,Công ty CP Dịch vụ Công Cộng Đức Long Bảo Lộc > Doanh thu cho thuê tài sản,Doanh thu cho thuê tài sản,1.309.090.909,2.147.165.375,1309090909.0,2147165375.0
Công ty TNHH Đức Long Dung Quất,Công ty TNHH Đức Long Dung Quất,Công ty TNHH Đức Long Dung Quất,Công ty TNHH Đức Long Dung Quất,Công ty TNHH Đức Long Dung Quất,,
,,,Năm nay,Năm trước,,
Cho vay,Công ty TNHH Đức Long Dung Quất > Cho vay,Cho vay,-,1.400.100.000,,1400100000.0
Thu hồi tiền cho vay,Công ty TNHH Đức Long Dung Quất > Thu hồi tiền cho vay,Thu hồi tiền cho vay,-,1.400.100.000,,1400100000.0
Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,,
,,,Năm nay,Năm trước,,
Cho mượn tiền,Công ty CP Đầu tư Xây dựng Đức Long Gia Lai > Cho mượn tiền,Cho mượn tiền,700.000.000,200.000.000,700000000.0,200000000.0
Thu hồi tiền cho mượn,Công ty CP Đầu tư Xây dựng Đức Long Gia Lai > Thu hồi tiền cho mượn,Thu hồi tiền cho mượn,700.000.000,200.000.000,700000000.0,200000000.0
Thu lãi cho vay,Công ty CP Đầu tư Xây dựng Đức Long Gia Lai > Thu lãi cho vay,Thu lãi cho vay,-,22.337.000.000,,22337000000.0
