row_label_raw,row_label_full,Chi tiết gồm: > - Công ty CP Bến xe Liên tỉnh Phía Nam Thành Phố Đà Nẵng,Năm nay > 75.000.000,Năm trước > 100.000.000,numeric__Năm nay > 75.000.000,numeric__Năm trước > 100.000.000
- Công ty CP BOT & BT Đức Long Gia Lai,- Công ty CP BOT & BT Đức Long Gia Lai,- Công ty CP BOT & BT Đức Long Gia Lai,1.636.363.636,1.636.363.636,1636363636.0,1636363636.0
- Công ty CP Dịch vụ Công Cộng Đức Long Bảo Lộc,- Công ty CP Dịch vụ Công Cộng Đức Long Bảo Lộc,- Công ty CP Dịch vụ Công Cộng Đức Long Bảo Lộc,1.309.090.909,2.147.165.375,1309090909.0,2147165375.0
- Công ty CP Tập đoàn Alpha Seven,- Công ty CP Tập đoàn Alpha Seven,- Công ty CP Tập đoàn Alpha Seven,1.776.000.000,1.776.000.000,1776000000.0,1776000000.0
Cộng,Cộng,Cộng,4.796.454.545,5.659.529.011,4796454545.0,5659529011.0
