row_label_raw,row_label_full,col_0,Số đầu năm,Chi phí phát sinh trong năm,Kết chuyển khác,Số cuối năm,numeric__Số đầu năm,numeric__Chi phí phát sinh trong năm,numeric__Kết chuyển khác,numeric__Số cuối năm
Xây dựng cơ bản dỡ dang,Xây dựng cơ bản dỡ dang,Xây dựng cơ bản dỡ dang,32.436.436.566,131.268.820,(200.000.000),32.367.705.380,32436436566.0,131268820.0,-200000000.0,32367705380.0
- Công trình khách sạn DLGL Hotel Pleiku,- Công trình khách sạn DLGL Hotel Pleiku,- Công trình khách sạn DLGL Hotel Pleiku,30.480.950.173,131.268.820,-,30.612.218.992,30480950173.0,131268820.0,,30612218992.0
- Các công trình khác,- Các công trình khác,- Các công trình khác,1.955.486.393,-,(200.000.000),1.755.486.392,1955486393.0,,-200000000.0,1755486392.0
Cộng,Cộng,Cộng,32.436.436.566,8.782.863.093,(200.000.000),32.367.705.380,32436436566.0,8782863093.0,-200000000.0,32367705380.0
