row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1,1,1,2,3,4,5,2.0,3.0,4.0,5.0
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,,37.917.527.016,83.827.047.782,,,37917527016.0,83827047782.0
02,02,02,2. Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,VI.1,37.917.527.016,83.827.047.782,,,37917527016.0,83827047782.0
11,02 > 11,11,4. Giá vốn hàng bán,VI.2,42.110.343.878,82.538.588.074,,,42110343878.0,82538588074.0
20,02 > 20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,(4.192.816.862),1.288.459.708,,,-4192816862.0,1288459708.0
21,02 > 21,21,6. Doanh thu hoạt động tài chính,VI.3,282.333.699.477,221.253.700.988,,,282333699477.0,221253700988.0
22,02 > 22,22,7. Chi phí tài chính,VI.4,263.111.093.551,215.196.393.437,,,263111093551.0,215196393437.0
23,02 > 23,23,- Trong đó: Chi phí lãi vay,,185.803.799.460,172.535.419.744,,,185803799460.0,172535419744.0
25,02 > 25,25,8. Chi phí bán hàng,VI.5,73.999.223,192.438.210,,,73999223.0,192438210.0
26,02 > 26,26,9. Chi phí quản lý doanh nghiệp,VI.6,1.125.517.421.224,(37.659.775.268),,,1125517421224.0,-37659775268.0
30,02 > 30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,(1.110.561.631.383),44.813.104.317,,,-1110561631383.0,44813104317.0
31,02 > 31,31,11. Thu nhập khác,,2.388.048.539,282.866.785,,,2388048539.0,282866785.0
32,02 > 32,32,12. Chi phí khác,VI.7,25.128.771.821,8.406.520.575,,,25128771821.0,8406520575.0
40,02 > 40,40,13. Lợi nhuận khác,,(22.740.723.282),(8.123.653.790),,,-22740723282.0,-8123653790.0
50,02 > 50,50,14. Tổng lợi nhuận kế toán trước thuế,,(1.133.302.354.665),36.689.450.527,,,-1133302354665.0,36689450527.0
51,51,51,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,V.17,-,-,,,,
52,52,52,16. Chi phí thuế thu nhập doanh nghiệp hoãn lại,,-,-,,,,
60,52 > 60,60,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,,(1.133.302.354.665),36.689.450.527,,,-1133302354665.0,36689450527.0
