row_label_raw,row_label_full,col_0,Số đầu năm,Số đầu năm_1,Số phát sinh trong năm,Số phát sinh trong năm_1,Số cuối năm,Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Số phát sinh trong năm,numeric__Số phát sinh trong năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1
,,,Phải nộp,Phải thu,Số phải nộp,Số đã nộp,Phải nộp,Phải thu,,,,,,
- Thuế GTGT,- Thuế GTGT,- Thuế GTGT,299.963.305,-,998.091.128,(299.963.311),998.091.122,-,299963305.0,,998091128.0,-299963311.0,998091122.0,
- Thuế TNDN,- Thuế TNDN,- Thuế TNDN,16.769.922.190,-,-,(8.104.390.000),8.665.532.190,-,16769922190.0,,,-8104390000.0,8665532190.0,
- Thuế TNCN,- Thuế TNCN,- Thuế TNCN,-,2.912.617,3.241.433,-,328.816,-,,2912617.0,3241433.0,,328816.0,
"- Thuế nhà đất, tiền thuê đất","- Thuế nhà đất, tiền thuê đất","- Thuế nhà đất, tiền thuê đất",2.302.327.746,-,1.371.032.055,(518.542.525),3.154.817.276,-,2302327746.0,,1371032055.0,-518542525.0,3154817276.0,
"- Phí, lệ phí, các khoản phải nộp khác","- Phí, lệ phí, các khoản phải nộp khác","- Phí, lệ phí, các khoản phải nộp khác",2.844.928.719,-,1.153.191.161,(9.765.563),3.988.354.317,-,2844928719.0,,1153191161.0,-9765563.0,3988354317.0,
Cộng,Cộng,Cộng,22.217.141.960,2.912.617,3.525.555.777,(8.932.661.399),16.807.123.721,-,22217141960.0,2912617.0,3525555777.0,-8932661399.0,16807123721.0,
