row_label_raw,row_label_full,STT,Tên công ty,Địa chỉ trụ sở chính,Hoạt động kinh doanh chính,Tỷ lệ vốn góp,Tỷ lệ vốn góp_1,Tỷ lệ phần sở hữu,Tỷ lệ phần sở hữu_1,Tỷ lệ quyền biểu quyết,Tỷ lệ quyền biểu quyết_1,numeric__Tên công ty,numeric__Địa chỉ trụ sở chính,numeric__Hoạt động kinh doanh chính,numeric__Tỷ lệ vốn góp,numeric__Tỷ lệ vốn góp_1,numeric__Tỷ lệ phần sở hữu,numeric__Tỷ lệ phần sở hữu_1,numeric__Tỷ lệ quyền biểu quyết,numeric__Tỷ lệ quyền biểu quyết_1
STT,STT,STT,Tên công ty,Địa chỉ trụ sở chính,Hoạt động kinh doanh chính,Đầu năm,Cuối năm,Đầu năm,Cuối năm,Đầu năm,Cuối năm,,,,,,,,,
4.,STT > 4.,4.,Công ty TNHH Mass Noble Investment Limited,"957, Trung tâm doanh nghiệp nước ngoài Road Town, Tortola, Quản đảo Virgin Islands thuộc Anh","Sản xuất linh kiện, thiết bị điện tử, viễn thông công nghệ cao","97,73%","97,73%","97,73%","97,73%","97,73%","97,73%",,,,0.9773000000000001,0.9773000000000001,0.9773000000000001,0.9773000000000001,0.9773000000000001,0.9773000000000001
5.,STT > 5.,5.,Công ty CP Đầu tư và Phát triển Điện năng ĐLGL,"43 Lý Nam Đế, Phường Trà Bá, Thành Phố Pleiku, Tinh Gia Lai",Xây dựng và vận hành nhà máy thủy điện,"93,35%","93,35%","93,35%","93,35%","93,35%","93,35%",,,,0.9335,0.9335,0.9335,0.9335,0.9335,0.9335
