row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGẮN HẠN,100,,3.540.722.108.169,3.845.777.876.550,,100.0,,3540722108169.0,3845777876550.0
I.,I.,I.,Tiền,110,,18.153.039.882,18.461.450.691,,110.0,,18153039882.0,18461450691.0
1.,1.,1.,Tiền,111,4,18.153.039.882,18.461.450.691,,111.0,4.0,18153039882.0,18461450691.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,15.000.000.000,20.000.000.000,,120.0,,15000000000.0,20000000000.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,123,5,15.000.000.000,20.000.000.000,,123.0,5.0,15000000000.0,20000000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,2.553.524.703.195,2.909.010.684.792,,130.0,,2553524703195.0,2909010684792.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,2.541.473.107.916,2.891.229.662.629,,131.0,6.0,2541473107916.0,2891229662629.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,7,7.049.291.107,11.964.084.691,,132.0,7.0,7049291107.0,11964084691.0
3.,3.,3.,Phải thu ngắn hạn khác,136,8,5.002.304.172,5.816.937.472,,136.0,8.0,5002304172.0,5816937472.0
IV.,IV.,IV.,Hàng tồn kho,140,9,805.764.237.961,830.842.440.619,,140.0,9.0,805764237961.0,830842440619.0
1.,1.,1.,Hàng tồn kho,141,,805.764.237.961,830.842.440.619,,141.0,,805764237961.0,830842440619.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,148.280.127.131,67.463.300.448,,150.0,,148280127131.0,67463300448.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,10,2.006.221.987,6.433.212.060,,151.0,10.0,2006221987.0,6433212060.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,137.356.733.133,61.030.088.388,,152.0,,137356733133.0,61030088388.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,11,8.917.172.011,-,,153.0,11.0,8917172011.0,
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,3.439.500.277.055,3.974.826.157.016,,200.0,,3439500277055.0,3974826157016.0
I.,I.,I.,Tài sản cố định,220,,3.192.403.751.598,3.707.542.909.041,,220.0,,3192403751598.0,3707542909041.0
1.,1.,1.,Tài sản cố định hữu hình,221,12,3.188.132.689.849,3.699.780.914.500,,221.0,12.0,3188132689849.0,3699780914500.0
,,,- Nguyên giá,222,,22.199.191.015.033,22.165.676.220.329,,222.0,,22199191015033.0,22165676220329.0
,,,- Giá trị hao mòn lũy kế,223,,(19.011.058.325.184),(18.465.895.305.829),,223.0,,-19011058325184.0,-18465895305829.0
2.,2.,2.,Tài sản cố định vô hình,227,13,4.271.061.749,7.761.994.541,,227.0,13.0,4271061749.0,7761994541.0
,,,- Nguyên giá,228,,15.881.889.562,15.881.889.562,,228.0,,15881889562.0,15881889562.0
,,,- Giá trị hao mòn lũy kế,229,,(11.610.827.813),(8.119.895.021),,229.0,,-11610827813.0,-8119895021.0
II.,II.,II.,Tài sản dở dang dài hạn,240,,44.583.783.469,60.752.992.258,,240.0,,44583783469.0,60752992258.0
1.,1.,1.,Chi phí xây dựng cơ bản dở dang,242,14,44.583.783.469,60.752.992.258,,242.0,14.0,44583783469.0,60752992258.0
III.,III.,III.,Đầu tư tài chính dài hạn,250,,500.000.000,500.000.000,,250.0,,500000000.0,500000000.0
1.,1.,1.,Đầu tư góp vốn vào đơn vị khác,253,15,500.000.000,500.000.000,,253.0,15.0,500000000.0,500000000.0
IV.,IV.,IV.,Tài sản dài hạn khác,260,,202.012.741.988,206.030.255.717,,260.0,,202012741988.0,206030255717.0
1.,1.,1.,Chi phí trả trước dài hạn,261,10,134.322.990.127,139.692.541.507,,261.0,10.0,134322990127.0,139692541507.0
2.,2.,2.,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",263,9,67.689.751.861,66.337.714.210,,263.0,9.0,67689751861.0,66337714210.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,6.980.222.385.224,7.820.604.033.566,,270.0,,6980222385224.0,7820604033566.0
