row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,24,11.036.275.254.339,11.442.698.022.681,,1.0,24.0,11036275254339.0,11442698022681.0
2.,2.,2.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),10,,11.036.275.254.339,11.442.698.022.681,,10.0,,11036275254339.0,11442698022681.0
3.,3.,3.,Giá vốn hàng bán và dịch vụ cung cấp,11,25,10.629.084.456.559,10.798.766.961.748,,11.0,25.0,10629084456559.0,10798766961748.0
4.,4.,4.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,407.190.797.780,643.931.060.933,,20.0,,407190797780.0,643931060933.0
5.,5.,5.,Doanh thu hoạt động tài chính,21,27,520.766.635,7.850.744.697,,21.0,27.0,520766635.0,7850744697.0
6.,6.,6.,Chi phí tài chính,22,28,28.397.332.899,80.046.728.557,,22.0,28.0,28397332899.0,80046728557.0
,,,- Trong đó: Chi phí lãi vay,23,,11.544.226.040,52.177.884.231,,23.0,,11544226040.0,52177884231.0
7.,7.,7.,Chi phí quản lý doanh nghiệp,26,29,106.974.156.440,107.675.068.172,,26.0,29.0,106974156440.0,107675068172.0
8.,8.,8.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-26),30,,272.340.075.076,464.060.008.901,,30.0,,272340075076.0,464060008901.0
9.,9.,9.,Thu nhập khác,31,,4.844.882.223,4.251.114.638,,31.0,,4844882223.0,4251114638.0
10.,10.,10.,Chi phí khác,32,,4.389.802.294,3.448.931.225,,32.0,,4389802294.0,3448931225.0
11.,11.,11.,Lợi nhuận khác (40=31-32),40,,455.079.929,802.183.413,,40.0,,455079929.0,802183413.0
12.,12.,12.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,272.795.155.005,464.862.192.314,,50.0,,272795155005.0,464862192314.0
13.,13.,13.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,30,13.856.740.838,23.390.639.635,,51.0,30.0,13856740838.0,23390639635.0
14.,14.,14.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51),60,,258.938.414.167,441.471.552.679,,60.0,,258938414167.0,441471552679.0
15.,15.,15.,Lãi cơ bản trên cổ phiếu,70,31,518,788,,70.0,31.0,518.0,788.0
