row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúc","Máy móc,thiết bị",Phương tiệnvận tải,Thiết bịvăn phòng,Khác,Tổng,"numeric__Nhà cửa,vật kiến trúc","numeric__Máy móc,thiết bị",numeric__Phương tiệnvận tải,numeric__Thiết bịvăn phòng,numeric__Khác,numeric__Tổng
,,,VND,VND,VND,VND,VND,VND,,,,,,
NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,,,,,,
Số dư đầu năm,NGUYÊN GIÁ > Số dư đầu năm,Số dư đầu năm,10.397.050.654.855,10.969.897.186.691,560.088.653.353,237.320.332.682,1.319.392.748,22.165.676.220.329,10397050654855.0,10969897186691.0,560088653353.0,237320332682.0,1319392748.0,22165676220329.0
Tăng trong năm,NGUYÊN GIÁ > Tăng trong năm,Tăng trong năm,10.734.239.385,21.252.178.695,1.354.285.715,174.090.909,-,33.514.794.704,10734239385.0,21252178695.0,1354285715.0,174090909.0,,33514794704.0
Số dư cuối năm,NGUYÊN GIÁ > Số dư cuối năm,Số dư cuối năm,10.407.784.894.240,10.991.149.365.386,561.442.939.068,237.494.423.591,1.319.392.748,22.199.191.015.033,10407784894240.0,10991149365386.0,561442939068.0,237494423591.0,1319392748.0,22199191015033.0
GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,,,,,,
Số dư đầu năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Số dư đầu năm,Số dư đầu năm,7.775.468.365.635,10.003.436.993.503,455.468.387.196,230.389.718.471,1.131.841.024,18.465.895.305.829,7775468365635.0,10003436993503.0,455468387196.0,230389718471.0,1131841024.0,18465895305829.0
Khấu hao trong năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Khấu hao trong năm,Khấu hao trong năm,339.382.936.515,187.092.888.541,14.076.194.541,4.584.611.302,26.388.456,545.163.019.355,339382936515.0,187092888541.0,14076194541.0,4584611302.0,26388456.0,545163019355.0
Số dư cuối năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Số dư cuối năm,Số dư cuối năm,8.114.851.302.150,10.190.529.882.044,469.544.581.737,234.974.329.773,1.158.229.480,19.011.058.325.184,8114851302150.0,10190529882044.0,469544581737.0,234974329773.0,1158229480.0,19011058325184.0
GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,,,,,,
Tại ngày đầu năm,GIÁ TRỊ CÒN LẠI > Tại ngày đầu năm,Tại ngày đầu năm,2.621.582.289.220,966.460.193.188,104.620.266.157,6.930.614.211,187.551.724,3.699.780.914.500,2621582289220.0,966460193188.0,104620266157.0,6930614211.0,187551724.0,3699780914500.0
Tại ngày cuối năm,GIÁ TRỊ CÒN LẠI > Tại ngày cuối năm,Tại ngày cuối năm,2.292.933.592.090,800.619.483.342,91.898.357.331,2.520.093.818,161.163.268,3.188.132.689.849,2292933592090.0,800619483342.0,91898357331.0,2520093818.0,161163268.0,3188132689849.0
