row_label_raw,row_label_full,Công ty Mua bán điện - Tập đoàn Điện lực Việt Nam (i),Số cuối nămVND > 2.540.077.301.636,Số đầu nămVND > 2.890.066.594.483,numeric__Số cuối nămVND > 2.540.077.301.636,numeric__Số đầu nămVND > 2.890.066.594.483
Công ty TNHH Phát triển Thương mại và Xuất nhập khẩu Thành Đạt,Công ty TNHH Phát triển Thương mại và Xuất nhập khẩu Thành Đạt,Công ty TNHH Phát triển Thương mại và Xuất nhập khẩu Thành Đạt,634.920.936,560.527.111,634920936.0,560527111.0
Công ty TNHH My Sơn,Công ty TNHH My Sơn,Công ty TNHH My Sơn,544.865.383,444.689.240,544865383.0,444689240.0
Các khoản phải thu khách hàng khác,Các khoản phải thu khách hàng khác,Các khoản phải thu khách hàng khác,216.019.961,157.851.795,216019961.0,157851795.0
,,,2.541.473.107.916,2.891.229.662.629,2541473107916.0,2891229662629.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu ngắn hạn của khách hàng là các bên liên quan (Chi tiết tại Thuyết minh số 32),Trong đó: > Phải thu ngắn hạn của khách hàng là các bên liên quan (Chi tiết tại Thuyết minh số 32),Phải thu ngắn hạn của khách hàng là các bên liên quan (Chi tiết tại Thuyết minh số 32),2.540.077.301.636,2.890.066.594.483,2540077301636.0,2890066594483.0
