row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,24,122.986.399.077.561,147.381.684.099.848,,1.0,24.0,122986399077561.0,147381684099848.0
2.,2.,2.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),10,,122.986.399.077.561,147.381.684.099.848,,10.0,,122986399077561.0,147381684099848.0
3.,3.,3.,Giá vốn hàng bán và dịch vụ cung cấp,11,25,122.493.692.915.331,137.565.521.429.176,,11.0,25.0,122493692915331.0,137565521429176.0
4.,4.,4.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,492.706.162.230,9.816.162.670.672,,20.0,,492706162230.0,9816162670672.0
5.,5.,5.,Doanh thu hoạt động tài chính,21,27,1.844.846.554.173,2.651.918.583.330,,21.0,27.0,1844846554173.0,2651918583330.0
6.,6.,6.,Chi phí tài chính,22,28,702.524.742.825,1.054.716.953.170,,22.0,28.0,702524742825.0,1054716953170.0
,,,- Trong đó: Chi phí lãi vay,23,,235.053.397.595,226.783.783.403,,23.0,,235053397595.0,226783783403.0
7.,7.,7.,Chi phí bán hàng,25,29,647.185.684.941,1.027.620.437.609,,25.0,29.0,647185684941.0,1027620437609.0
8.,8.,8.,Chi phí quản lý doanh nghiệp,26,29,556.809.799.463,623.719.877.748,,26.0,29.0,556809799463.0,623719877748.0
9.,9.,9.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,431.032.489.174,9.762.023.985.475,,30.0,,431032489174.0,9762023985475.0
10.,10.,10.,Thu nhập khác,31,30,30.236.410.880,39.634.745.757,,31.0,30.0,30236410880.0,39634745757.0
11.,11.,11.,Chi phí khác,32,,1.898.127.585,1.159.349.678,,32.0,,1898127585.0,1159349678.0
12.,12.,12.,Lợi nhuận khác (40=31-32),40,,28.338.283.295,38.475.396.079,,40.0,,28338283295.0,38475396079.0
13.,13.,13.,Tổng lợi nhuận kể toán trước thuế (50=30+40),50,,459.370.772.469,9.800.499.381.554,,50.0,,459370772469.0,9800499381554.0
14.,14.,14.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,31,132.900.755.987,1.035.572.057.866,,51.0,31.0,132900755987.0,1035572057866.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,31,9.742.441.373,9.812.854.060,,52.0,31.0,9742441373.0,9812854060.0
16.,16.,16.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,316.727.575.109,8.755.114.469.628,,60.0,,316727575109.0,8755114469628.0
