row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGĂN HẠN,100,,71.378.849.372.517,68.488.206.172.277,,100.0,,71378849372517.0,68488206172277.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,28.917.490.714.393,16.942.605.931.887,,110.0,4.0,28917490714393.0,16942605931887.0
1.,1.,1.,Tiền,111,,532.861.018.884,657.976.236.378,,111.0,,532861018884.0,657976236378.0
2.,2.,2.,Các khoản tương đương tiền,112,,28.384.629.695.509,16.284.629.695.509,,112.0,,28384629695509.0,16284629695509.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,5,13.952.000.000.000,21.052.000.000.000,,120.0,5.0,13952000000000.0,21052000000000.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,123,,13.952.000.000.000,21.052.000.000.000,,123.0,,13952000000000.0,21052000000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,12.498.820.038.610,14.916.418.745.417,,130.0,,12498820038610.0,14916418745417.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,11.928.035.101.224,13.995.245.626.384,,131.0,6.0,11928035101224.0,13995245626384.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,7,294.171.663.545,492.265.987.439,,132.0,7.0,294171663545.0,492265987439.0
3.,3.,3.,Phải thu ngắn hạn khác,136,8,276.613.273.841,428.905.895.961,,136.0,8.0,276613273841.0,428905895961.0
4.,4.,4.,Tài sản thiếu chờ xử lý,139,,-,1.235.633,,139.0,,,1235633.0
IV.,IV.,IV.,Hàng tồn kho,140,9,15.861.799.012.535,15.509.872.841.404,,140.0,9.0,15861799012535.0,15509872841404.0
1.,1.,1.,Hàng tồn kho,141,,15.861.799.012.535,15.631.838.543.754,,141.0,,15861799012535.0,15631838543754.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,-,(121.965.702.350),,149.0,,,-121965702350.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,148.739.606.979,67.308.653.569,,150.0,,148739606979.0,67308653569.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,10,59.841.294.554,65.023.973.968,,151.0,10.0,59841294554.0,65023973968.0
2.,2.,2.,Thuế và các khoản khác phải thu Nhà nước,153,16,88.898.312.425,2.284.679.601,,153.0,16.0,88898312425.0,2284679601.0
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,16.973.290.955.548,16.933.112.957.051,,200.0,,16973290955548.0,16933112957051.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,548.657.960.657,548.632.960.657,,210.0,,548657960657.0,548632960657.0
1.,1.,1.,Trả trước cho người bán dài hạn,212,7,548.106.960.657,548.106.960.657,,212.0,7.0,548106960657.0,548106960657.0
2.,2.,2.,Phải thu dài hạn khác,216,8,551.000.000,526.000.000,,216.0,8.0,551000000.0,526000000.0
II.,II.,II.,Tài sản cố định,220,,13.175.935.216.053,14.950.301.214.872,,220.0,,13175935216053.0,14950301214872.0
1.,1.,1.,Tài sản cố định hữu hình,221,11,12.980.388.354.883,14.705.793.551.562,,221.0,11.0,12980388354883.0,14705793551562.0
,,,- Nguyên giá,222,,46.071.573.229.607,45.693.423.205.641,,222.0,,46071573229607.0,45693423205641.0
,,,- Giá trị hao mòn lũy kế,223,,(33.091.184.874.724),(30.987.629.654.079),,223.0,,-33091184874724.0,-30987629654079.0
2.,2.,2.,Tài sản cố định vô hình,227,12,195.546.861.170,244.507.663.310,,227.0,12.0,195546861170.0,244507663310.0
,,,- Nguyên giá,228,,1.002.937.389.084,974.382.631.134,,228.0,,1002937389084.0,974382631134.0
,,,- Giá trị hao mòn lũy kế,229,,(807.390.527.914),(729.874.967.824),,229.0,,-807390527914.0,-729874967824.0
III.,III.,III.,Tài sản dở dang dài hạn,240,,1.352.499.633.312,1.193.199.991.585,,240.0,,1352499633312.0,1193199991585.0
1.,1.,1.,Chi phí xây dựng cơ bản dở dang,242,13,1.352.499.633.312,1.193.199.991.585,,242.0,13.0,1352499633312.0,1193199991585.0
IV.,IV.,IV.,Đầu tư tài chính dài hạn,250,5,155.429.388.668,155.644.067.731,,250.0,5.0,155429388668.0,155644067731.0
1.,1.,1.,Đầu tư vào công ty con,251,,145.892.845.365,351.664.874.292,,251.0,,145892845365.0,351664874292.0
2.,2.,2.,Đầu tư góp vốn vào đơn vị khác,253,,217.016.028.927,11.244.000.000,,253.0,,217016028927.0,11244000000.0
3.,3.,3.,Dự phòng đầu tư tài chính dài hạn,254,,(207.479.485.624),(207.264.806.561),,254.0,,-207479485624.0,-207264806561.0
V.,V.,V.,Tài sản dài hạn khác,260,,1.740.768.756.858,85.334.722.206,,260.0,,1740768756858.0,85334722206.0
1.,1.,1.,Chi phí trả trước dài hạn,261,10,1.740.768.756.858,75.592.280.833,,261.0,10.0,1740768756858.0,75592280833.0
2.,2.,2.,Tài sản thuế thu nhập hoãn lại,262,,-,9.742.441.373,,262.0,,,9742441373.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,88.352.140.328.065,85.421.319.129.328,,270.0,,88352140328065.0,85421319129328.0
