row_label_raw,row_label_full,Tên công ty,Địa chỉ,Hoạt động chính,Tỷ lệ lợi ích kinh tế tại 31/12/2019 và 1/1/2019,numeric__Địa chỉ,numeric__Hoạt động chính,numeric__Tỷ lệ lợi ích kinh tế tại 31/12/2019 và 1/1/2019
Công ty TNHH MTV Tài Nguyên Masan Thái Nguyên (“MRTN”),Công ty TNHH MTV Tài Nguyên Masan Thái Nguyên (“MRTN”),Công ty TNHH MTV Tài Nguyên Masan Thái Nguyên (“MRTN”),Thành phố Hồ Chí Minh,Tư vấn quản lý,100%,,,1.0
Công ty TNHH MTV Thương mại và Đầu tư Thái Nguyên (“TNTI”),Công ty TNHH MTV Thương mại và Đầu tư Thái Nguyên (“TNTI”),Công ty TNHH MTV Thương mại và Đầu tư Thái Nguyên (“TNTI”),Thành phố Hồ Chí Minh,Tư vấn quản lý,100%,,,1.0
Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo (“NPM”),Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo (“NPM”),Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo (“NPM”),Tỉnh Thái Nguyên,Khai thác và chế biến khoáng sản (*),100%,,,1.0
Công ty TNHH Vonfram Masan (“MTC”),Công ty TNHH Vonfram Masan (“MTC”),Công ty TNHH Vonfram Masan (“MTC”),Tỉnh Thái Nguyên,Chế biến kim loại màu và kim loại quý hiểm (Vonfram),100%,,,1.0
