row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2019Nghìn VND > -,Số phải nộp trong nămNghìn VND > 439.814.823,Số đã nộp/bùtrừ trong nămNghìn VND > (439.814.823),31/12/2019Nghìn VND > -,numeric__1/1/2019Nghìn VND > -,numeric__Số phải nộp trong nămNghìn VND > 439.814.823,numeric__Số đã nộp/bùtrừ trong nămNghìn VND > (439.814.823),numeric__31/12/2019Nghìn VND > -
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,-,197.822.662,(197.822.662),-,,197822662.0,-197822662.0,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,34.981.296,138.562.148,(39.142.971),134.400.473,34981296.0,138562148.0,-39142971.0,134400473.0
Thuế bảo vệ môi trường,Thuế bảo vệ môi trường,Thuế bảo vệ môi trường,-,93.693.635,(93.693.635),-,,93693635.0,-93693635.0,
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,29.782.961,157.676.334,(124.415.084),63.044.211,29782961.0,157676334.0,-124415084.0,63044211.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,-,302.907.910,(302.907.910),-,,302907910.0,-302907910.0,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,2.006.246,51.227.099,(50.956.546),2.276.799,2006246.0,51227099.0,-50956546.0,2276799.0
,,,66.770.503,1.381.704.611,(1.248.753.631),199.721.483,66770503.0,1381704611.0,-1248753631.0,199721483.0
