row_label_raw,row_label_full,col_0,Vốn cổ phần Nghìn VND,Thặng dư vốn cổ phần Nghìn VND,Vốn khác của chủ sở hữu Nghìn VND,Lợi nhuận chưa phân phối Nghìn VND,Vốn chủ sở hữu thuộc về các chủ sở hữu của Công ty Nghìn VND,Lợi ích cổ đông không kiểm soát Nghìn VND,Tổng cộng Nghìn VND,numeric__Vốn cổ phần Nghìn VND,numeric__Thặng dư vốn cổ phần Nghìn VND,numeric__Vốn khác của chủ sở hữu Nghìn VND,numeric__Lợi nhuận chưa phân phối Nghìn VND,numeric__Vốn chủ sở hữu thuộc về các chủ sở hữu của Công ty Nghìn VND,numeric__Lợi ích cổ đông không kiểm soát Nghìn VND,numeric__Tổng cộng Nghìn VND
Số dư tại ngày 1 tháng 1 năm 2018,Số dư tại ngày 1 tháng 1 năm 2018,Số dư tại ngày 1 tháng 1 năm 2018,7.194.473.280,1.944.327.324,(295.683.347),2.757.718.772,11.600.836.029,410.770.018,12.011.606.047,7194473280.0,1944327324.0,-295683347.0,2757718772.0,11600836029.0,410770018.0,12011606047.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,663.756.323,663.756.323,146.245.356,810.001.679,,,,663756323.0,663756323.0,146245356.0,810001679.0
Phát hành cổ phiếu thường Mua lại quyền sở hữu cổ đông không kiểm soát,Phát hành cổ phiếu thường Mua lại quyền sở hữu cổ đông không kiểm soát,Phát hành cổ phiếu thường Mua lại quyền sở hữu cổ đông không kiểm soát,1.798.617.940,(1.798.617.940),-,-,-,-,-,1798617940.0,-1798617940.0,,,,,
Phát hành cổ phiếu thường Mua lại quyền sở hữu cổ đông không kiểm soát,Phát hành cổ phiếu thường Mua lại quyền sở hữu cổ đông không kiểm soát,Phát hành cổ phiếu thường Mua lại quyền sở hữu cổ đông không kiểm soát,-,-,-,(138.638.107),(138.638.107),(557.015.374),(695.653.481),,,,-138638107.0,-138638107.0,-557015374.0,-695653481.0
Số dư tại ngày 1 tháng 1 năm 2019,Số dư tại ngày 1 tháng 1 năm 2019,Số dư tại ngày 1 tháng 1 năm 2019,8.993.091.220,145.709.384,(295.683.347),3.282.836.988,12.125.954.245,-,12.125.954.245,8993091220.0,145709384.0,-295683347.0,3282836988.0,12125954245.0,,12125954245.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,352.393.815,352.393.815,-,352.393.815,,,,352393815.0,352393815.0,,352393815.0
Phát hành cổ phiếu thường Mua lại quyền sở hữu cổ đông không kiểm soát (*),Phát hành cổ phiếu thường Mua lại quyền sở hữu cổ đông không kiểm soát (*),Phát hành cổ phiếu thường Mua lại quyền sở hữu cổ đông không kiểm soát (*),899.307.560,-,-,(899.307.560),-,-,-,899307560.0,,,-899307560.0,,,
Phát hành cổ phiếu thường Mua lại quyền sở hữu cổ đông không kiểm soát (*),Phát hành cổ phiếu thường Mua lại quyền sở hữu cổ đông không kiểm soát (*),Phát hành cổ phiếu thường Mua lại quyền sở hữu cổ đông không kiểm soát (*),-,-,-,(8.525.794),(8.525.794),-,(8.525.794),,,,-8525794.0,-8525794.0,,-8525794.0
Số dư tại ngày 31 tháng 12 năm 2019,Số dư tại ngày 31 tháng 12 năm 2019,Số dư tại ngày 31 tháng 12 năm 2019,9.892.398.780,145.709.384,(295.683.347),2.727.397.449,12.469.822.266,-,12.469.822.266,9892398780.0,145709384.0,-295683347.0,2727397449.0,12469822266.0,,12469822266.0
