row_label_raw,row_label_full,col_0,1/1/2019 > Giá trị ghi sổ và số có khả năng trả nợ Nghìn VND,1/1/2019 > Tăng Nghìn VND,Biến động trong năm > Thanh toán Nghìn VND,Biến động trong năm > Chênh lệch tỷ giá chưa thực hiện Nghìn VND,31/12/2019 > Phân loại lại từ vay dài hạn Nghìn VND,31/12/2019 > Giá trị ghi sổ và số có khả năng trả nợ Nghìn VND,numeric__1/1/2019 > Giá trị ghi sổ và số có khả năng trả nợ Nghìn VND,numeric__1/1/2019 > Tăng Nghìn VND,numeric__Biến động trong năm > Thanh toán Nghìn VND,numeric__Biến động trong năm > Chênh lệch tỷ giá chưa thực hiện Nghìn VND,numeric__31/12/2019 > Phân loại lại từ vay dài hạn Nghìn VND,numeric__31/12/2019 > Giá trị ghi sổ và số có khả năng trả nợ Nghìn VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,2.467.361.035,5.908.523.055,(5.174.740.407),(12.286.603),-,3.188.857.080,2467361035.0,5908523055.0,-5174740407.0,-12286603.0,,3188857080.0
Trái phiếu dài hạn đến hạn trả (Thuyết minh 19(b)),Trái phiếu dài hạn đến hạn trả (Thuyết minh 19(b)),Trái phiếu dài hạn đến hạn trả (Thuyết minh 19(b)),-,-,-,-,4.568.426.661,4.568.426.661,,,,,4568426661.0,4568426661.0
,,,2.467.361.035,5.908.523.055,(5.174.740.407),(12.286.603),4.568.426.661,7.757.283.741,2467361035.0,5908523055.0,-5174740407.0,-12286603.0,4568426661.0,7757283741.0
