row_label_raw,row_label_full,col_0,Loại tiền,31/12/2019Nghìn VND,1/1/2019Nghìn VND,numeric__Loại tiền,numeric__31/12/2019Nghìn VND,numeric__1/1/2019Nghìn VND
Khoản vay ngân hàng được đảm bảo (i),Khoản vay ngân hàng được đảm bảo (i),Khoản vay ngân hàng được đảm bảo (i),USD,864.314.359,1.160.156.910,,864314359.0,1160156910.0
Khoản vay ngân hàng được đảm bảo (i),Khoản vay ngân hàng được đảm bảo (i),Khoản vay ngân hàng được đảm bảo (i),VND,150.308.000,-,,150308000.0,
Khoản vay ngân hàng được đảm bảo (ii),Khoản vay ngân hàng được đảm bảo (ii),Khoản vay ngân hàng được đảm bảo (ii),VND,1.082.810.380,808.600.820,,1082810380.0,808600820.0
Khoản vay ngân hàng được đảm bảo (ii),Khoản vay ngân hàng được đảm bảo (ii),Khoản vay ngân hàng được đảm bảo (ii),USD,15.908.877,201.929.965,,15908877.0,201929965.0
Khoản vay ngân hàng được đảm bảo (iii),Khoản vay ngân hàng được đảm bảo (iii),Khoản vay ngân hàng được đảm bảo (iii),USD,164.877.248,296.673.340,,164877248.0,296673340.0
Khoản vay ngân hàng được đảm bảo (iii),Khoản vay ngân hàng được đảm bảo (iii),Khoản vay ngân hàng được đảm bảo (iii),VND,504.905.811,-,,504905811.0,
Khoản vay ngân hàng được đảm bảo (iv),Khoản vay ngân hàng được đảm bảo (iv),Khoản vay ngân hàng được đảm bảo (iv),VND,150.245.000,-,,150245000.0,
Khoản vay ngân hàng được đảm bảo (v),Khoản vay ngân hàng được đảm bảo (v),Khoản vay ngân hàng được đảm bảo (v),VND,57.915.778,-,,57915778.0,
Khoản vay ngân hàng được đảm bảo (v),Khoản vay ngân hàng được đảm bảo (v),Khoản vay ngân hàng được đảm bảo (v),USD,155.757.627,-,,155757627.0,
Khoản vay ngân hàng được đảm bảo (vi),Khoản vay ngân hàng được đảm bảo (vi),Khoản vay ngân hàng được đảm bảo (vi),USD,41.814.000,-,,41814000.0,
,,,,3.188.857.080,2.467.361.035,,3188857080.0,2467361035.0
