row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2019 Nghìn VND,2018 Nghìn VND,numeric__Mã số,numeric__Thuyết minh,numeric__2019 Nghìn VND,numeric__2018 Nghìn VND
Doanh thu bán hàng,Doanh thu bán hàng,Doanh thu bán hàng,01,25,4.706.129.858,6.865.010.875,1.0,25.0,4706129858.0,6865010875.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,11,,3.971.145.298,4.703.549.284,11.0,,3971145298.0,4703549284.0
Lợi nhuận gộp (20 = 01 - 11),Lợi nhuận gộp (20 = 01 - 11),Lợi nhuận gộp (20 = 01 - 11),20,,734.984.560,2.161.461.591,20.0,,734984560.0,2161461591.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,26,931.680.260,126.790.749,21.0,26.0,931680260.0,126790749.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,27,1.290.661.189,1.204.829.996,22.0,27.0,1290661189.0,1204829996.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,,104.782.370,104.331.557,25.0,,104782370.0,104331557.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,,142.007.143,127.022.646,26.0,,142007143.0,127022646.0
Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 25 - 26),Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 25 - 26),Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 25 - 26),30,,129.214.118,852.068.141,30.0,,129214118.0,852068141.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,28,1.230.029.410,2.098.777,31.0,28.0,1230029410.0,2098777.0
Chi phí khác,Chi phí khác,Chi phí khác,32,29,893.457.185,26.054.374,32.0,29.0,893457185.0,26054374.0
Kết quả từ các hoạt động khác (40 = 31 - 32),Kết quả từ các hoạt động khác (40 = 31 - 32),Kết quả từ các hoạt động khác (40 = 31 - 32),40,,336.572.225,(23.955.597),40.0,,336572225.0,-23955597.0
Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,465.786.343,828.112.544,50.0,,465786343.0,828112544.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,30,138.562.148,35.190.165,51.0,30.0,138562148.0,35190165.0
Lợi ích thuế TNDN hoãn lại,Lợi ích thuế TNDN hoãn lại,Lợi ích thuế TNDN hoãn lại,52,30,(25.169.620),(17.079.300),52.0,30.0,-25169620.0,-17079300.0
Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52)(chuyển sang trang sau),Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52)(chuyển sang trang sau),Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52)(chuyển sang trang sau),60,,352.393.815,810.001.679,60.0,,352393815.0,810001679.0
