row_label_raw,row_label_full,col_0,Khôi phục hiện trường Nghìn VND,Quyền khai thác khoáng sản Nghìn VND,Tổng cộng Nghìn VND,numeric__Khôi phục hiện trường Nghìn VND,numeric__Quyền khai thác khoáng sản Nghìn VND,numeric__Tổng cộng Nghìn VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,26.218.097,466.446.187,492.664.284,26218097.0,466446187.0,492664284.0
Dự phòng lập trong năm,Dự phòng lập trong năm,Dự phòng lập trong năm,72.903.844,36.480.630,109.384.474,72903844.0,36480630.0,109384474.0
Dự phòng sử dụng trong năm,Dự phòng sử dụng trong năm,Dự phòng sử dụng trong năm,-,(73.145.651),(73.145.651),,-73145651.0,-73145651.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,99.121.941,429.781.166,528.903.107,99121941.0,429781166.0,528903107.0
