row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2025 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2025 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,15.126.160.740.384,13.696.800.986.741,,,15126160740384.0,13696800986741.0
02,02,02,Các khoản giảm trừ doanh thu,,403.634,-,,,403634.0,
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),24,15.126.160.336.750,13.696.800.986.741,,24.0,15126160336750.0,13696800986741.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,25,7.356.990.478.846,7.122.285.054.391,,25.0,7356990478846.0,7122285054391.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),,7.769.169.857.904,6.574.515.932.350,,,7769169857904.0,6574515932350.0
21,21,21,Doanh thu hoạt động tài chính,26,1.350.662.825.059,1.006.648.542.796,,26.0,1350662825059.0,1006648542796.0
22,22,22,Chi phí tài chính,27,382.287.742.356,333.706.250.941,,27.0,382287742356.0,333706250941.0
23,23,23,- Trong đó: Chi phí lãi vay,,359.926.610.125,302.774.295.658,,,359926610125.0,302774295658.0
25,25,25,Chi phí bán hàng,28,2.915.077.667.291,2.290.060.825.791,,28.0,2915077667291.0,2290060825791.0
26,26,26,Chi phí quản lý doanh nghiệp,29,1.650.572.827.812,1.570.293.661.160,,29.0,1650572827812.0,1570293661160.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 25 - 26),,4.171.894.445.504,3.387.103.737.254,,,4171894445504.0,3387103737254.0
31,31,31,Thu nhập khác,,13.417.939.598,9.972.365.458,,,13417939598.0,9972365458.0
32,32,32,Chi phí khác,,28.038.650.112,69.289.447.815,,,28038650112.0,69289447815.0
40,40,40,Lỗ khác (40 = 31 - 32),,(14.620.710.514),(59.317.082.357),,,-14620710514.0,-59317082357.0
50,50,50,Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),,4.157.273.734.990,3.327.786.654.897,,,4157273734990.0,3327786654897.0
51,51,51,Chi phí thuế thu nhập doanh nghiệp (“TNDN”) hiện hành,30,709.066.813.951,571.442.547.756,,30.0,709066813951.0,571442547756.0
52,52,52,Chi phí/(thu nhập) thuế TNDN hoãn lại,30,3.881.814.996,(401.785.959),,30.0,3881814996.0,-401785959.0
60,60,60,Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),,3.444.325.106.043,2.756.745.893.100,,,3444325106043.0,2756745893100.0
