row_label_raw,row_label_full,col_0,31.12.2025 > Giá gốc VND,31.12.2025 > Giá trị hợp lý VND,31.12.2025 > Dự phòng VND,31.12.2024 > Giá gốc VND,31.12.2024 > Giá trị hợp lý VND,31.12.2024 > Dự phòng VND,numeric__31.12.2025 > Giá gốc VND,numeric__31.12.2025 > Giá trị hợp lý VND,numeric__31.12.2025 > Dự phòng VND,numeric__31.12.2024 > Giá gốc VND,numeric__31.12.2024 > Giá trị hợp lý VND,numeric__31.12.2024 > Dự phòng VND
Đầu tư vào công ty conBao gồm:- Công ty Cổ phần Dịch vụ Trực tuyến FPT (*)- Công ty TNHH MTV Viễn thông FPT Tân Thuận- Công ty TNHH MTV Viễn thông Quốc tế FPT- Công ty Cổ phần Công nghệ Viễn thông FPT- Công ty TNHH Truyền hình FPT- Công ty TNHH MTV Viễn thông FPTThăng Long,Đầu tư vào công ty conBao gồm:- Công ty Cổ phần Dịch vụ Trực tuyến FPT (*)- Công ty TNHH MTV Viễn thông FPT Tân Thuận- Công ty TNHH MTV Viễn thông Quốc tế FPT- Công ty Cổ phần Công nghệ Viễn thông FPT- Công ty TNHH Truyền hình FPT- Công ty TNHH MTV Viễn thông FPTThăng Long,Đầu tư vào công ty conBao gồm:- Công ty Cổ phần Dịch vụ Trực tuyến FPT (*)- Công ty TNHH MTV Viễn thông FPT Tân Thuận- Công ty TNHH MTV Viễn thông Quốc tế FPT- Công ty Cổ phần Công nghệ Viễn thông FPT- Công ty TNHH Truyền hình FPT- Công ty TNHH MTV Viễn thông FPTThăng Long,719.541.317.955,(**),-,719.541.317.955,(**),-,719541317955.0,,,719541317955.0,,
Đầu tư vào công ty conBao gồm:- Công ty Cổ phần Dịch vụ Trực tuyến FPT (*)- Công ty TNHH MTV Viễn thông FPT Tân Thuận- Công ty TNHH MTV Viễn thông Quốc tế FPT- Công ty Cổ phần Công nghệ Viễn thông FPT- Công ty TNHH Truyền hình FPT- Công ty TNHH MTV Viễn thông FPTThăng Long,Đầu tư vào công ty conBao gồm:- Công ty Cổ phần Dịch vụ Trực tuyến FPT (*)- Công ty TNHH MTV Viễn thông FPT Tân Thuận- Công ty TNHH MTV Viễn thông Quốc tế FPT- Công ty Cổ phần Công nghệ Viễn thông FPT- Công ty TNHH Truyền hình FPT- Công ty TNHH MTV Viễn thông FPTThăng Long,Đầu tư vào công ty conBao gồm:- Công ty Cổ phần Dịch vụ Trực tuyến FPT (*)- Công ty TNHH MTV Viễn thông FPT Tân Thuận- Công ty TNHH MTV Viễn thông Quốc tế FPT- Công ty Cổ phần Công nghệ Viễn thông FPT- Công ty TNHH Truyền hình FPT- Công ty TNHH MTV Viễn thông FPTThăng Long,104.228.317.955,662.056.729.200,-,104.228.317.955,848.390.305.500,-,104228317955.0,662056729200.0,,104228317955.0,848390305500.0,
Đầu tư vào công ty conBao gồm:- Công ty Cổ phần Dịch vụ Trực tuyến FPT (*)- Công ty TNHH MTV Viễn thông FPT Tân Thuận- Công ty TNHH MTV Viễn thông Quốc tế FPT- Công ty Cổ phần Công nghệ Viễn thông FPT- Công ty TNHH Truyền hình FPT- Công ty TNHH MTV Viễn thông FPTThăng Long,Đầu tư vào công ty conBao gồm:- Công ty Cổ phần Dịch vụ Trực tuyến FPT (*)- Công ty TNHH MTV Viễn thông FPT Tân Thuận- Công ty TNHH MTV Viễn thông Quốc tế FPT- Công ty Cổ phần Công nghệ Viễn thông FPT- Công ty TNHH Truyền hình FPT- Công ty TNHH MTV Viễn thông FPTThăng Long,Đầu tư vào công ty conBao gồm:- Công ty Cổ phần Dịch vụ Trực tuyến FPT (*)- Công ty TNHH MTV Viễn thông FPT Tân Thuận- Công ty TNHH MTV Viễn thông Quốc tế FPT- Công ty Cổ phần Công nghệ Viễn thông FPT- Công ty TNHH Truyền hình FPT- Công ty TNHH MTV Viễn thông FPTThăng Long,70.000.000.000,(**),-,70.000.000.000,(**),-,70000000000.0,,,70000000000.0,,
Đầu tư vào công ty conBao gồm:- Công ty Cổ phần Dịch vụ Trực tuyến FPT (*)- Công ty TNHH MTV Viễn thông FPT Tân Thuận- Công ty TNHH MTV Viễn thông Quốc tế FPT- Công ty Cổ phần Công nghệ Viễn thông FPT- Công ty TNHH Truyền hình FPT- Công ty TNHH MTV Viễn thông FPTThăng Long,Đầu tư vào công ty conBao gồm:- Công ty Cổ phần Dịch vụ Trực tuyến FPT (*)- Công ty TNHH MTV Viễn thông FPT Tân Thuận- Công ty TNHH MTV Viễn thông Quốc tế FPT- Công ty Cổ phần Công nghệ Viễn thông FPT- Công ty TNHH Truyền hình FPT- Công ty TNHH MTV Viễn thông FPTThăng Long,Đầu tư vào công ty conBao gồm:- Công ty Cổ phần Dịch vụ Trực tuyến FPT (*)- Công ty TNHH MTV Viễn thông FPT Tân Thuận- Công ty TNHH MTV Viễn thông Quốc tế FPT- Công ty Cổ phần Công nghệ Viễn thông FPT- Công ty TNHH Truyền hình FPT- Công ty TNHH MTV Viễn thông FPTThăng Long,30.000.000.000,(**),-,30.000.000.000,(**),-,30000000000.0,,,30000000000.0,,
Đầu tư vào công ty conBao gồm:- Công ty Cổ phần Dịch vụ Trực tuyến FPT (*)- Công ty TNHH MTV Viễn thông FPT Tân Thuận- Công ty TNHH MTV Viễn thông Quốc tế FPT- Công ty Cổ phần Công nghệ Viễn thông FPT- Công ty TNHH Truyền hình FPT- Công ty TNHH MTV Viễn thông FPTThăng Long,Đầu tư vào công ty conBao gồm:- Công ty Cổ phần Dịch vụ Trực tuyến FPT (*)- Công ty TNHH MTV Viễn thông FPT Tân Thuận- Công ty TNHH MTV Viễn thông Quốc tế FPT- Công ty Cổ phần Công nghệ Viễn thông FPT- Công ty TNHH Truyền hình FPT- Công ty TNHH MTV Viễn thông FPTThăng Long,Đầu tư vào công ty conBao gồm:- Công ty Cổ phần Dịch vụ Trực tuyến FPT (*)- Công ty TNHH MTV Viễn thông FPT Tân Thuận- Công ty TNHH MTV Viễn thông Quốc tế FPT- Công ty Cổ phần Công nghệ Viễn thông FPT- Công ty TNHH Truyền hình FPT- Công ty TNHH MTV Viễn thông FPTThăng Long,275.998.000.000,(**),-,275.998.000.000,(**),-,275998000000.0,,,275998000000.0,,
Đầu tư vào công ty conBao gồm:- Công ty Cổ phần Dịch vụ Trực tuyến FPT (*)- Công ty TNHH MTV Viễn thông FPT Tân Thuận- Công ty TNHH MTV Viễn thông Quốc tế FPT- Công ty Cổ phần Công nghệ Viễn thông FPT- Công ty TNHH Truyền hình FPT- Công ty TNHH MTV Viễn thông FPTThăng Long,Đầu tư vào công ty conBao gồm:- Công ty Cổ phần Dịch vụ Trực tuyến FPT (*)- Công ty TNHH MTV Viễn thông FPT Tân Thuận- Công ty TNHH MTV Viễn thông Quốc tế FPT- Công ty Cổ phần Công nghệ Viễn thông FPT- Công ty TNHH Truyền hình FPT- Công ty TNHH MTV Viễn thông FPTThăng Long,Đầu tư vào công ty conBao gồm:- Công ty Cổ phần Dịch vụ Trực tuyến FPT (*)- Công ty TNHH MTV Viễn thông FPT Tân Thuận- Công ty TNHH MTV Viễn thông Quốc tế FPT- Công ty Cổ phần Công nghệ Viễn thông FPT- Công ty TNHH Truyền hình FPT- Công ty TNHH MTV Viễn thông FPTThăng Long,15.000.000.000,(**),-,15.000.000.000,(**),-,15000000000.0,,,15000000000.0,,
Đầu tư vào công ty conBao gồm:- Công ty Cổ phần Dịch vụ Trực tuyến FPT (*)- Công ty TNHH MTV Viễn thông FPT Tân Thuận- Công ty TNHH MTV Viễn thông Quốc tế FPT- Công ty Cổ phần Công nghệ Viễn thông FPT- Công ty TNHH Truyền hình FPT- Công ty TNHH MTV Viễn thông FPTThăng Long,Đầu tư vào công ty conBao gồm:- Công ty Cổ phần Dịch vụ Trực tuyến FPT (*)- Công ty TNHH MTV Viễn thông FPT Tân Thuận- Công ty TNHH MTV Viễn thông Quốc tế FPT- Công ty Cổ phần Công nghệ Viễn thông FPT- Công ty TNHH Truyền hình FPT- Công ty TNHH MTV Viễn thông FPTThăng Long,Đầu tư vào công ty conBao gồm:- Công ty Cổ phần Dịch vụ Trực tuyến FPT (*)- Công ty TNHH MTV Viễn thông FPT Tân Thuận- Công ty TNHH MTV Viễn thông Quốc tế FPT- Công ty Cổ phần Công nghệ Viễn thông FPT- Công ty TNHH Truyền hình FPT- Công ty TNHH MTV Viễn thông FPTThăng Long,224.315.000.000,(**),-,224.315.000.000,(**),-,224315000000.0,,,224315000000.0,,
Đầu tư góp vốn vào đơn vị khác- Công ty Cổ phần Quản lý quỹ Đầu tư FPT,Đầu tư góp vốn vào đơn vị khác- Công ty Cổ phần Quản lý quỹ Đầu tư FPT,Đầu tư góp vốn vào đơn vị khác- Công ty Cổ phần Quản lý quỹ Đầu tư FPT,6.000.000.000,(**),-,6.000.000.000,(**),-,6000000000.0,,,6000000000.0,,
Đầu tư góp vốn vào đơn vị khác- Công ty Cổ phần Quản lý quỹ Đầu tư FPT,Đầu tư góp vốn vào đơn vị khác- Công ty Cổ phần Quản lý quỹ Đầu tư FPT,Đầu tư góp vốn vào đơn vị khác- Công ty Cổ phần Quản lý quỹ Đầu tư FPT,6.000.000.000,(**),-,6.000.000.000,(**),-,6000000000.0,,,6000000000.0,,
Đầu tư góp vốn vào đơn vị khác- Công ty Cổ phần Quản lý quỹ Đầu tư FPT,Đầu tư góp vốn vào đơn vị khác- Công ty Cổ phần Quản lý quỹ Đầu tư FPT,Đầu tư góp vốn vào đơn vị khác- Công ty Cổ phần Quản lý quỹ Đầu tư FPT,725.541.317.955,(**),-,725.541.317.955,(**),-,725541317955.0,,,725541317955.0,,
