row_label_raw,row_label_full,Nguyễn Hoàng Linh,Tổng Giám đốc,2.760.000.000,2.760.200.000,numeric__Tổng Giám đốc,numeric__2.760.000.000,numeric__2.760.200.000
Vũ Thị Mai Hương,Vũ Thị Mai Hương,Vũ Thị Mai Hương,Phó Tổng Giám đốc,1.920.200.000,1.920.700.000,,1920200000.0,1920700000.0
Chu Hùng Thắng,Chu Hùng Thắng,Chu Hùng Thắng,Phó Tổng Giám đốc,1.920.125.000,1.920.009.000,,1920125000.0,1920009000.0
Đỗ Thị Hương,Đỗ Thị Hương,Đỗ Thị Hương,Giám đốc Tài chính,1.920.000.000,1.920.200.000,,1920000000.0,1920200000.0
Nguyễn Thị Thu Hương,Nguyễn Thị Thu Hương,Nguyễn Thị Thu Hương,Kế toán trường,963.200.000,941.200.000,,963200000.0,941200000.0
,,,,9.483.525.000,9.462.309.000,,9483525000.0,9462309000.0
