row_label_raw,row_label_full,col_0,col_1,Năm tài chính kết thúc ngày 31 tháng 12 năm,Năm tài chính kết thúc ngày 31 tháng 12 năm_1,numeric__col_1,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm_1
,,,,2025VND,2024VND,,,
i),i),i),Doanh thu bán hàng hóa và cung cấp dịch vụ,Doanh thu bán hàng hóa và cung cấp dịch vụ,Doanh thu bán hàng hóa và cung cấp dịch vụ,,,
i),i) > i),i),Công ty TNHH MTV Viễn thông Quốc tế FPT,1.356.317.602.774,1.398.016.268.213,,1356317602774.0,1398016268213.0
i),i) > i),i),Công ty TNHH Truyền hình FPT,102.173.727.618,78.848.438.392,,102173727618.0,78848438392.0
i),i) > i),i),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,54.397.546.824,29.276.530.108,,54397546824.0,29276530108.0
i),i) > i),i),Công ty TNHH giáo dục FPT,9.516.891.755,7.008.105.132,,9516891755.0,7008105132.0
i),i) > i),i),Công ty Cổ phần FPT,3.663.235.032,3.520.412.076,,3663235032.0,3520412076.0
i),i) > i),i),Công ty Cổ phần Công nghệ Viễn thông FPT,3.456.813.178,10.075.015,,3456813178.0,10075015.0
i),i) > i),i),Công ty TNHH Phần mềm FPT,2.130.693.632,473.452.398,,2130693632.0,473452398.0
i),i) > i),i),Công ty TNHH FPT IS,777.814.700,1.200.801.496,,777814700.0,1200801496.0
i),i) > i),i),Công ty Cổ phần Dịch vụ Trực tuyến FPT,268.888.603,5.605.912.764,,268888603.0,5605912764.0
i),i) > i),i),Công ty TNHH FPT Smart Cloud,164.756.790,164.549.080,,164756790.0,164549080.0
i),i) > i),i),Công ty TNHH Phân phối Synnex FPT,114.713.455,236.083.123,,114713455.0,236083123.0
i),i) > i),i),Công ty TNHH MTV Viễn thông FPT Tân Thuận,98.452.088,58.356.004,,98452088.0,58356004.0
i),i) > i),i),Công ty TNHH MTV Viễn thông FPTThăng Long,35.075.015,10.166.551.100,,35075015.0,10166551100.0
i),i) > i),i),Các công ty thành viên khác cùng Tập đoàn,65.367.201,166.004.553,,65367201.0,166004553.0
i),i) > i),i),,1.533.181.578.665,1.534.751.539.454,,1533181578665.0,1534751539454.0
ii),ii),ii),"Mua TSCĐ, hàng hóa và dịch vụ","Mua TSCĐ, hàng hóa và dịch vụ","Mua TSCĐ, hàng hóa và dịch vụ",,,
ii),ii) > ii),ii),Công ty TNHH Truyền hình FPT,612.797.529.196,564.720.686.159,,612797529196.0,564720686159.0
ii),ii) > ii),ii),Công ty Cổ phần FPT,165.012.392.107,147.890.293.937,,165012392107.0,147890293937.0
ii),ii) > ii),ii),Công ty TNHH FPT IS,106.385.662.316,73.562.639.138,,106385662316.0,73562639138.0
ii),ii) > ii),ii),Công ty TNHH Phân phối Synnex FPT,67.530.079.236,12.017.617.456,,67530079236.0,12017617456.0
ii),ii) > ii),ii),Công ty TNHH MTV Viễn thông Quốc tế FPT,59.759.617.417,58.002.144.466,,59759617417.0,58002144466.0
ii),ii) > ii),ii),Công ty TNHH MTV Viễn thông FPT Tân Thuận,13.453.498.943,13.555.610.377,,13453498943.0,13555610377.0
ii),ii) > ii),ii),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,12.006.906.062,6.266.768.437,,12006906062.0,6266768437.0
ii),ii) > ii),ii),Công ty Cổ phần Dịch vụ Trực tuyến FPT,8.328.432.320,12.338.729.967,,8328432320.0,12338729967.0
ii),ii) > ii),ii),Công ty TNHH FPT Smart Cloud,8.309.298.544,6.430.819.577,,8309298544.0,6430819577.0
ii),ii) > ii),ii),Công ty TNHH Giáo dục FPT,366.566.929,369.556.083,,366566929.0,369556083.0
ii),ii) > ii),ii),Công ty TNHH Phần mềm FPT,209.541.100,28.158.389.874,,209541100.0,28158389874.0
ii),ii) > ii),ii),Các công ty thành viên khác cùng Tập đoàn,486.617.231,102.754.209,,486617231.0,102754209.0
ii),ii) > ii),ii),,1.054.646.141.401,923.416.009.680,,1054646141401.0,923416009680.0
