row_label_raw,row_label_full,Mãsố,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
"21 Tiền chỉ đề mua sắm, xây dựng TSCĐ và các tài sändài hạn khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 21 Tiền chỉ đề mua sắm, xây dựng TSCĐ và các tài sändài hạn khác","21 Tiền chỉ đề mua sắm, xây dựng TSCĐ và các tài sändài hạn khác",,(1.387.162.370.932),(971.310.335.117),,-1387162370932.0,-971310335117.0
"22 Tiền thu từ thanh lý, nhượng bán TSCĐ và tài sändài hạn khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 22 Tiền thu từ thanh lý, nhượng bán TSCĐ và tài sändài hạn khác","22 Tiền thu từ thanh lý, nhượng bán TSCĐ và tài sändài hạn khác",,2.190.169.204,758.833.720,,2190169204.0,758833720.0
"23 Tiền chỉ cho vay, mua các công cụ nợ của đơn vị khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 23 Tiền chỉ cho vay, mua các công cụ nợ của đơn vị khác","23 Tiền chỉ cho vay, mua các công cụ nợ của đơn vị khác",,(25.868.547.534.907),(21.653.043.635.891),,-25868547534907.0,-21653043635891.0
"24 Tiền thu hồi cho vay, bán lại các công cụ nợ củadơn vị khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 24 Tiền thu hồi cho vay, bán lại các công cụ nợ củadơn vị khác","24 Tiền thu hồi cho vay, bán lại các công cụ nợ củadơn vị khác",,24.830.096.272.316,18.054.453.176.986,,24830096272316.0,18054453176986.0
25 Tiền chỉ đầu tư góp vốn vào đơn vị khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 25 Tiền chỉ đầu tư góp vốn vào đơn vị khác,25 Tiền chỉ đầu tư góp vốn vào đơn vị khác,,,(224.315.000.000),,,-224315000000.0
"27 Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 27 Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","27 Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,1.271.491.830.495,744.201.839.590,,1271491830495.0,744201839590.0
30 Lưu chuyển tiền thuần từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 30 Lưu chuyển tiền thuần từ hoạt động đầu tư,30 Lưu chuyển tiền thuần từ hoạt động đầu tư,,(1.151.931.633.824),(4.049.255.120.712),,-1151931633824.0,-4049255120712.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
33 Tiền thu từ đi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 33 Tiền thu từ đi vay,33 Tiền thu từ đi vay,,19.870.542.279.514,16.021.280.974.133,,19870542279514.0,16021280974133.0
34 Tiền chỉ trả nợ gốc vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 34 Tiền chỉ trả nợ gốc vay,34 Tiền chỉ trả nợ gốc vay,,(19.258.249.189.998),(15.026.216.143.886),,-19258249189998.0,-15026216143886.0
"36 Tiền cổ tức, lợi nhuận đã trả cho chủ sở hữu","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 36 Tiền cổ tức, lợi nhuận đã trả cho chủ sở hữu","36 Tiền cổ tức, lợi nhuận đã trả cho chủ sở hữu",,(2.461.589.682.250),(984.637.120.550),,-2461589682250.0,-984637120550.0
40 Lưu chuyển tiền thuần từ hoạt động tài chính,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 40 Lưu chuyển tiền thuần từ hoạt động tài chính,40 Lưu chuyển tiền thuần từ hoạt động tài chính,,(1.849.296.592.734),10.427.709.697,,-1849296592734.0,10427709697.0
50 Lưu chuyển tiền thuần trong năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 50 Lưu chuyển tiền thuần trong năm,50 Lưu chuyển tiền thuần trong năm,,(57.594.702.313),153.680.146.698,,-57594702313.0,153680146698.0
60 Tiền và các khoản tương đương tiền đầu năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 60 Tiền và các khoản tương đương tiền đầu năm,60 Tiền và các khoản tương đương tiền đầu năm,3,430.721.010.534,274.796.383.783,3.0,430721010534.0,274796383783.0
61 Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 61 Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61 Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,2.359.738.392,2.244.480.053,,2359738392.0,2244480053.0
70 Tiền và các khoản tương đương tiền cuối năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 70 Tiền và các khoản tương đương tiền cuối năm,70 Tiền và các khoản tương đương tiền cuối năm,3,375.486.046.613,430.721.010.534,3.0,375486046613.0,430721010534.0
