row_label_raw,row_label_full,Công ty Cổ phần FPTBộ Công an (Thuyết minh 21) > Tổng Công ty Đầu tư và Kinh doanh Vốn Nhà nước– Công ty TNHH (Thuyết minh 21),Công ty mẹCổ đông chính(từ ngày 16 tháng 7 năm 2025) > Cổ đông chính(đến ngày 16 tháng 7 năm 2025),numeric__Công ty mẹCổ đông chính(từ ngày 16 tháng 7 năm 2025) > Cổ đông chính(đến ngày 16 tháng 7 năm 2025)
Công ty Cổ phần Dịch vụ Trực tuyến FPT (“FOC”),Công ty Cổ phần Dịch vụ Trực tuyến FPT (“FOC”),Công ty Cổ phần Dịch vụ Trực tuyến FPT (“FOC”),Công ty con trực thuộc,
Công ty TNHH MTV Viễn thông FPT Tân Thuận,Công ty TNHH MTV Viễn thông FPT Tân Thuận,Công ty TNHH MTV Viễn thông FPT Tân Thuận,Công ty con trực thuộc,
Công ty TNHH MTV Viễn thông Quốc tế FPT,Công ty TNHH MTV Viễn thông Quốc tế FPT,Công ty TNHH MTV Viễn thông Quốc tế FPT,Công ty con trực thuộc,
Công ty Cổ phần Công nghệ Viễn thông FPT,Công ty Cổ phần Công nghệ Viễn thông FPT,Công ty Cổ phần Công nghệ Viễn thông FPT,Công ty con trực thuộc,
Công ty TNHH Truyền hình FPT,Công ty TNHH Truyền hình FPT,Công ty TNHH Truyền hình FPT,Công ty con trực thuộc,
Công ty TNHH MTV Viễn thông FPT Thăng Long,Công ty TNHH MTV Viễn thông FPT Thăng Long,Công ty TNHH MTV Viễn thông FPT Thăng Long,Công ty con của Công ty mẹ,
Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,Công ty con của Công ty mẹ,
Công ty TNHH FPT IS,Công ty TNHH FPT IS,Công ty TNHH FPT IS,Công ty con của Công ty mẹ,
Công ty TNHH Giáo dục FPT,Công ty TNHH Giáo dục FPT,Công ty TNHH Giáo dục FPT,Công ty con của Công ty mẹ,
Công ty TNHH FPT Smart Cloud,Công ty TNHH FPT Smart Cloud,Công ty TNHH FPT Smart Cloud,Công ty con của Công ty mẹ,
Công ty Cổ phần Công nghệ Utop,Công ty Cổ phần Công nghệ Utop,Công ty Cổ phần Công nghệ Utop,Công ty con của Công ty mẹ,
Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Công ty liên kết của Công ty mẹ,
Công ty TNHH Phân phối Synnex FPT,Công ty TNHH Phân phối Synnex FPT,Công ty TNHH Phân phối Synnex FPT,Công ty liên kết của Công ty mẹ,
Công ty Cổ phần Quản lý quỹ đầu tư FPT,Công ty Cổ phần Quản lý quỹ đầu tư FPT,Công ty Cổ phần Quản lý quỹ đầu tư FPT,Công ty liên kết của Công ty mẹ,
"Các thành viên HĐQT, Ban Kiểm soát,Ban Tổng Giám đốc","Các thành viên HĐQT, Ban Kiểm soát,Ban Tổng Giám đốc","Các thành viên HĐQT, Ban Kiểm soát,Ban Tổng Giám đốc",Thành viên quản lý chủ chốt,
