row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày > 31.12.2025 VND,Tại ngày > 31.12.2024 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày > 31.12.2025 VND,numeric__Tại ngày > 31.12.2024 VND
100,100,100,TÀI SẢN NGẮN HẠN,,15.300.172.486.770,13.946.758.610.690,,,15300172486770.0,13946758610690.0
110,110,110,Tiền và các khoản tương đương tiền,3,375.486.046.613,430.721.010.534,,3.0,375486046613.0,430721010534.0
111,111,111,Tiền,,129.572.788.023,130.613.741.198,,,129572788023.0,130613741198.0
112,112,112,Các khoản tương đương tiền,,245.913.258.590,300.107.269.336,,,245913258590.0,300107269336.0
120,120,120,Đầu tư tài chính ngắn hạn,,11.668.304.665.887,10.613.801.695.342,,,11668304665887.0,10613801695342.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,4(a),11.668.304.665.887,10.613.801.695.342,,,11668304665887.0,10613801695342.0
130,130,130,Các khoản phải thu ngắn hạn,,1.769.409.988.744,1.725.450.661.525,,,1769409988744.0,1725450661525.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,1.231.726.695.041,1.232.336.875.837,,5.0,1231726695041.0,1232336875837.0
132,132,132,Trả trước cho người bán ngắn hạn,,44.546.043.033,38.108.655.990,,,44546043033.0,38108655990.0
135,135,135,Phải thu về cho vay ngắn hạn,6,23.366.766.789,39.218.474.743,,6.0,23366766789.0,39218474743.0
136,136,136,Phải thu ngắn hạn khác,7,668.920.676.467,621.410.659.551,,7.0,668920676467.0,621410659551.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,8,(199.150.192.586),(205.624.004.596),,8.0,-199150192586.0,-205624004596.0
140,140,140,Hàng tồn kho,9,1.314.966.478.136,1.062.689.848.673,,9.0,1314966478136.0,1062689848673.0
141,141,141,Hàng tồn kho,,1.329.745.979.901,1.079.815.856.329,,,1329745979901.0,1079815856329.0
149,149,149,Dự phòng giảm giá hàng tồn kho,,(14.779.501.765),(17.126.007.656),,,-14779501765.0,-17126007656.0
150,150,150,Tài sản ngắn hạn khác,,172.005.307.390,114.095.394.616,,,172005307390.0,114095394616.0
151,151,151,Chi phí trả trước ngắn hạn,10(a),170.230.624.955,107.109.003.189,,,170230624955.0,107109003189.0
152,152,152,"Thuế giá trị gia tăng (""GTGT"") được khấu trừ",,1.774.682.435,6.986.391.427,,,1774682435.0,6986391427.0
200,200,200,TÀI SẢN DÀI HẠN,,8.851.387.747.921,8.514.655.546.430,,,8851387747921.0,8514655546430.0
210,210,210,Các khoản phải thu dài hạn,,10.291.172.299,9.878.997.007,,,10291172299.0,9878997007.0
216,216,216,Phải thu dài hạn khác,,10.291.172.299,9.878.997.007,,,10291172299.0,9878997007.0
220,220,220,Tài sản cố định,,5.360.758.598.738,5.554.439.272.889,,,5360758598738.0,5554439272889.0
221,221,221,Tài sản cố định hữu hình,11(a),4.903.409.100.728,4.948.441.893.026,,,4903409100728.0,4948441893026.0
222,222,222,Nguyên giá,,13.718.389.977.392,12.745.956.476.468,,,13718389977392.0,12745956476468.0
223,223,223,Giá trị khấu hao lũy kế,,(8.814.980.876.664),(7.797.514.583.442),,,-8814980876664.0,-7797514583442.0
227,227,227,Tài sản cố định vô hình,11(b),457.349.498.010,605.997.379.863,,,457349498010.0,605997379863.0
228,228,228,Nguyên giá,,1.133.613.646.542,1.241.060.095.707,,,1133613646542.0,1241060095707.0
229,229,229,Giá trị khấu hao lũy kế,,(676.264.148.532),(635.062.715.844),,,-676264148532.0,-635062715844.0
240,240,240,Tài sản dở dang dài hạn,,406.698.786.038,116.050.165.931,,,406698786038.0,116050165931.0
242,242,242,Chi phí xây dựng cơ bản dở dang,12,406.698.786.038,116.050.165.931,,12.0,406698786038.0,116050165931.0
250,250,250,Đầu tư tài chính dài hạn,,725.541.317.955,725.741.317.955,,,725541317955.0,725741317955.0
251,251,251,Đầu tư vào công ty con,4(b),719.541.317.955,719.541.317.955,,,719541317955.0,719541317955.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,4(b),6.000.000.000,6.000.000.000,,,6000000000.0,6000000000.0
255,255,255,Đầu tư nắm giữ đến ngày đáo hạn,4(a),-,200.000.000,,,,200000000.0
260,260,260,Tài sản dài hạn khác,,2.348.097.872.891,2.108.545.792.648,,,2348097872891.0,2108545792648.0
261,261,261,Chi phí trả trước dài hạn,10(b),2.330.833.566.182,2.087.866.013.634,,,2330833566182.0,2087866013634.0
262,262,262,Tài sản thuế thu nhập hoãn lại,13,17.264.306.709,20.679.779.014,,13.0,17264306709.0,20679779014.0
270,270,270,TỔNG TÀI SẢN,,24.151.560.234.691,22.461.414.157.120,,,24151560234691.0,22461414157120.0
